pickup point,last part
"""the box of comfort food""","""the box of comfort food"""
"""2 no railgate bus stop""","""2 no railgate bus stop"""
"""h 224/g , outer circular rd , malibagh , shahi moshjid malibagh""","""shahi moshjid malibagh"""
"""banashree koborsthan , block k , south banashree""","""south banashree"""
"""golden pizza house,gojnobi road,mohakhali wireless gate""","""mohakhali wireless gate"""
"""flower museum,shahbag road""","""shahbag road"""
"""ringtech (bangladesh) ltd""","""ringtech (bangladesh) ltd"""
"""shahid shahabuddin rd , taltola paschim agargapn""","""taltola paschim agargapn"""
"""samata white house , house 254 , road 1 , block f , afroza begum sarak.""","""afroza begum sarak."""
"""gorgeous furniture, notun bazar. vatara""","""notun bazar. vatara"""
"""gloria jean's coffee , road 71 , gulshan north avenue""","""gulshan north avenue"""
"""middle badda foot over bridge""","""middle badda foot over bridge"""
"""sadiya electronics & furniture , vatuliya""","""vatuliya"""
"""tamanna woeld family park , mirpur  rd""","""mirpur  rd"""
"""tamanna pharmacy gulshan branch""","""tamanna pharmacy gulshan branch"""
"""needs trading int'l morth circular road , green rod""","""green rod"""
"""balu river""","""balu river"""
"""23/4, dholaikhal road , truck stand dayaganj""","""truck stand dayaganj"""
"""campus""","""campus"""
"""mohakhali foot over bridge""","""mohakhali foot over bridge"""
"""orchid garden , house 377/a , road 11 , block c , bashundhara r/a , dhaka 1229.""","""dhaka 1229."""
"""baharul jamtola , kolerbazar joydebpur rd""","""kolerbazar joydebpur rd"""
"""khot clothing banani dohs""","""khot clothing banani dohs"""
"""shahjalal international airport""","""shahjalal international airport"""
"""tasty treat, rupnagar r/a, mirpur2""","""mirpur2"""
"""kurmitola hospital""","""kurmitola hospital"""
"""a plus group of industries (head office),arifabad housing society,rapnagar""","""rapnagar"""
"""ckd urology hospital,32,road no 3,mukti housing shyamoi""","""mukti housing shyamoi"""
"""city centre,motuijheel""","""motuijheel"""
"""progress purbachal town center,sector 09""","""sector 09"""
"""rasel automobiles and engineering workshop""","""rasel automobiles and engineering workshop"""
"""mir kabab,kalabagam staff quarter""","""kalabagam staff quarter"""
"""uttara sector 04,rd 2,house 22,nargis villa""","""nargis villa"""
"""house 21,road 06,sector 10,uttara,dhaka 1230""","""dhaka 1230"""
"""jolshiri central park , jalshiri abashon""","""jalshiri abashon"""
"""armanian church,armanian st,armanitola""","""armanitola"""
"""medical college for women & hospital 2,road 16,kurmitola sector 5""","""kurmitola sector 5"""
"""tangail pusti sweets,airport railway""","""airport railway"""
"""rizik restaurant , rizik restaurant  & catering , joar shahara bazar rd""","""joar shahara bazar rd"""
"""kuril public toilet , bishaw eoad""","""bishaw eoad"""
"""all in one market   , chanbari , uttarkhan""","""uttarkhan"""
"""dhaka international trade fair ( banijjo mela ) , sector 4, purbchal""","""purbchal"""
"""house -6 , road 5 , sector 12 -uttara""","""sector 12 -uttara"""
"""bijoy sir , shiddeswari road""","""shiddeswari road"""
"""al madina general store , middle genda""","""middle genda"""
"""domestic terminal ( dac) hazrat shahjalal international airport""","""domestic terminal ( dac) hazrat shahjalal international airport"""
"""gopibag , ray shaheb bazar""","""ray shaheb bazar"""
"""rahman bangla kitchen,35 shaista khan road,posta""","""posta"""
"""alltime courier and parcel service dhaka""","""alltime courier and parcel service dhaka"""
"""blue biriyani ghor , paschim jatrabari""","""paschim jatrabari"""
"""mannan high school markert,dhaka demra highway,shomir akhra""","""shomir akhra"""
"""mohsina dom inno trenta dos residential area dhanmondi""","""mohsina dom inno trenta dos residential area dhanmondi"""
"""shaheed ahsan ullah master general hospital,tongio paurashava""","""tongio paurashava"""
"""hujur bari , sayedabad bus stand""","""sayedabad bus stand"""
"""national institute of cardio / vascular deseases ( nicvd ) ( jatiyo hridrog institute )""","""national institute of cardio / vascular deseases ( nicvd ) ( jatiyo hridrog institute )"""
"""ahmed sharif , east jurain , kadamtali""","""kadamtali"""
"""shyampur bus stop , dhaka naryanganj link road , fariodabad , keraniganj""","""keraniganj"""
"""islami commercial insurance company ltd , senpara parbata mirpur 10""","""senpara parbata mirpur 10"""
"""shajahanpur ovt officers colony,railway colony rd""","""railway colony rd"""
"""shahjalal multi storied car parking new airport rd""","""shahjalal multi storied car parking new airport rd"""
"""ecospace baridhara , house 232 , road 03 , east nayanagar""","""east nayanagar"""
"""banasree canel , block b""","""block b"""
"""shantoneer apartment , house -13 , 14, road-2""","""road-2"""
"""partex cables banasree sales & distribuition  point (sdp ) , block m""","""block m"""
"""d block , aftabnagar dhaka , bangaldersh""","""bangaldersh"""
"""rowshan manzil , h 191/d , rd 5 , block a bashundhara r/a""","""block a bashundhara r/a"""
"""kazba cafe & multi cuisine restaurant , mina market , kuril bishwaroad""","""kuril bishwaroad"""
"""crimson cup dhanmondi 27""","""crimson cup dhanmondi 27"""
"""narayanganj pouroshova , narayanganj sadar ,narayan""","""narayan"""
"""6 road 4 nikunja 2""","""6 road 4 nikunja 2"""
"""vc chattar , fuller rd""","""fuller rd"""
"""sahara fashion , h 3/1, mirpur rd lalmatia""","""mirpur rd lalmatia"""
"""north end coffee roasters apollo hospital , bashudnahra r/a""","""bashudnahra r/a"""
"""office address: uttara house building number 6 sector 8 road uttara dhaka""","""office address: uttara house building number 6 sector 8 road uttara dhaka"""
"""janani courier and parcel service , joydebpur rd 1702""","""joydebpur rd 1702"""
"""betan nagar abashik""","""betan nagar abashik"""
"""alibaba sweets mirpur cantonment""","""alibaba sweets mirpur cantonment"""
"""aalok mother and child care center""","""aalok mother and child care center"""
"""golden pizza""","""golden pizza"""
"""tony tower,jatrabari,shahid faruk road,gopibag,jartrabari""","""jartrabari"""
"""apon jon coffee house,johurul islam ave,merud badda""","""merud badda"""
"""kohinur timber and saw milll,abdullahpur atipara rd,faydabad,sakshinkhan""","""sakshinkhan"""
"""sumaiya food place,thana road,parboti nagar""","""parboti nagar"""
"""shahid sheikh rasel government high school,hazaribagh,gabtoli high way""","""gabtoli high way"""
"""manik nagar pukurpar,manik nagar""","""manik nagar"""
"""mission international college,37/uma/1,rd 6""","""rd 6"""
"""al- madina jame masjid , paschim nandipa""","""paschim nandipa"""
"""baitul aman chairman jame masjid""","""baitul aman chairman jame masjid"""
"""tasty treat lalmatia""","""tasty treat lalmatia"""
"""zaman tea stall,west  dhanmondi""","""west  dhanmondi"""
"""cp five star alif food , kuril vatara""","""kuril vatara"""
"""tanjila telecom & varieties store""","""tanjila telecom & varieties store"""
"""public toilet-2 , kamlapur""","""kamlapur"""
"""rapid action bataliyean 2 , mohamamdpur""","""mohamamdpur"""
"""bti providential industrial area tejgaon""","""bti providential industrial area tejgaon"""
"""an-nazah international madrasa , block k , south""","""south"""
"""bilbaha bondhon marriage media , mohakhali  dohs""","""mohakhali  dohs"""
"""682, begum rokeya sharani , west kafrul purba kazipara""","""west kafrul purba kazipara"""
"""molla biryani house , water works road , chadni ghat , chowk bazar""","""chowk bazar"""
"""zishan enterprise , konabari""","""konabari"""
"""tahmidul quran international , khiljibari tek , shahjalal""","""shahjalal"""
"""baitul aman  chairman bari jame  masjid""","""baitul aman  chairman bari jame  masjid"""
"""abesh hotel biryani house , avenue-2/2 , mirpur .""","""mirpur ."""
"""bisbillah chiken house , ibrahimpur , kochukhet""","""kochukhet"""
"""amicus , house 8 , mymensingh road, paribagh m shahbagh""","""paribagh m shahbagh"""
"""ar raha hospital & diagomnistics ltd,asian city rd,hazi camp""","""hazi camp"""
"""kaji motahar hossain building department of geography and enviroment , sir sayed road , fakirapool  siddikbazar""","""fakirapool  siddikbazar"""
"""laz pharma uttara 1 branch""","""laz pharma uttara 1 branch"""
"""h 7/a1 , lalmatia rd , block b , lalmatia 1207""","""lalmatia 1207"""
"""department of disaster management""","""department of disaster management"""
"""dhaka boat club limited , mirpur road birulia , svaar""","""svaar"""
"""prime bank ltd,banani branch""","""banani branch"""
"""g/33, block d, bash bari road mohammadpur""","""bash bari road mohammadpur"""
"""sensive dental care , dakkhin banasree""","""dakkhin banasree"""
"""domino's pizza  mirpur 2 ,. rainkhola mirpour 1""",""". rainkhola mirpour 1"""
"""khan international , college rd""","""college rd"""
"""concord bithi villa house no 42b , road no 41 gulshan 2""","""road no 41 gulshan 2"""
"""shwapno panthapath new , bir uttam qazi nuruzzaman sarak , west  panthapath""","""west  panthapath"""
"""khidmah hospital , manco tower""","""manco tower"""
"""medison doagonostic center , tolarbagh mirpur 1""","""tolarbagh mirpur 1"""
"""344/1, middle pirerbag , ,mukti housing , dokkhin  pirerbagh""","""dokkhin  pirerbagh"""
"""masjidul ehsan , tolarbag mirpur 1""","""tolarbag mirpur 1"""
"""dine & gossip""","""dine & gossip"""
"""8/11, road no 7 , lalmatia mohammadpur""","""lalmatia mohammadpur"""
"""bangladesh driving training institute , uttara sector 12 branch""","""uttara sector 12 branch"""
"""mokka market lalmohan shah st luxmibazar""","""mokka market lalmohan shah st luxmibazar"""
"""islami bank bangladesh limited , road 01, section 6 ,  mirpur n""","""mirpur n"""
"""kushum kunja,8,road 3,bosoti housing,senpara parbata""","""senpara parbata"""
"""dhaka aiport railway station,dhaka mymensing highway""","""dhaka mymensing highway"""
"""rab forces headquarter uttara""","""rab forces headquarter uttara"""
"""lija & mannan apartments,lalmatia,kalshi""","""kalshi"""
"""airport,dhaka mymensingh highway kurmitola""","""dhaka mymensingh highway kurmitola"""
"""greem villa outdoors , madani avenue 100 feet road""","""madani avenue 100 feet road"""
"""h 11, rd 7 , soutyh banasree project""","""soutyh banasree project"""
"""hasnahena , house 350/a , road 9 , block c , basindhara r/a""","""basindhara r/a"""
"""dutch bangla bank agent banking , polashi , buet""","""buet"""
"""hazrat shahjalal international airportb""","""hazrat shahjalal international airportb"""
"""enjoy fast food and restaurant , new 37/1 , old 345, segunbagicha rd , saegunbagicha""","""saegunbagicha"""
"""x press technology  ltd , outer circular rd , kamlaapur""","""kamlaapur"""
"""zayton garden restaurant, agargaon mirpur-1""","""agargaon mirpur-1"""
"""jatrabari madrasa rd , gopibag jatrabari""","""gopibag jatrabari"""
"""national institute of cardiovascular dieases(nicvd)""","""national institute of cardiovascular dieases(nicvd)"""
"""banani rd 27 rajuk field , kamal atatruk ave""","""kamal atatruk ave"""
"""cool centre and refrigerator , h 14 /8, culcurt rd , fakira pool""","""fakira pool"""
"""pizza hut rm centre , gulshan avenue , gulshan -2""","""gulshan -2"""
"""`siam food corner , high court area shahbagh""","""high court area shahbagh"""
"""bangladesh technical education board sub post office , agargaon n mirpur""","""agargaon n mirpur"""
"""rupkatha , house 22, road 9 , block g banani""","""block g banani"""
"""mary queen aposties catholic church popular housing , borobagh mirpur 2""","""borobagh mirpur 2"""
"""rina sultana kibria""","""rina sultana kibria"""
"""road , 41 house 47 gulshan 2 amari hotel dhaka 1212""","""41 house 47 gulshan 2 amari hotel dhaka 1212"""
"""kaliakoir aminbazar link road""","""kaliakoir aminbazar link road"""
"""shikder medical college""","""shikder medical college"""
"""house  479 , road 8 ( east ) dohs baridhara""","""road 8 ( east ) dohs baridhara"""
"""agargaon kancha bazar , shyamoli rd agargaon""","""shyamoli rd agargaon"""
"""rajdarshan : hall-3 ( iccb ) , international convention city bashundhara ( icc), 300 feet""","""300 feet"""
"""3, mirpur 12 block c rood 9 house 3""","""mirpur 12 block c rood 9 house 3"""
"""225/1, malibaghj college road , malibagh shahi masjid malibagh""","""malibagh shahi masjid malibagh"""
"""cheese sub zone , beside haji biriyani  bashundhara  main agte""","""beside haji biriyani  bashundhara  main agte"""
"""komlapur railway station""","""komlapur railway station"""
"""crescent enterprise , north  shyamoli""","""north  shyamoli"""
"""mollika snacks , rupayan shopping square ,  block g  bashundhara r/a""","""block g  bashundhara r/a"""
"""asgar ali hospital , distilery rd , gandarias""","""gandarias"""
"""navana silber dale 33/34 north basabo""","""navana silber dale 33/34 north basabo"""
"""kawlar 3 wasa water pump,shamsul ulum road,caab colony""","""caab colony"""
"""manikganj govt high schools field""","""manikganj govt high schools field"""
"""rowshon ara balika ucchya biddaloy,boro beraid""","""boro beraid"""
"""435/a,south paikpara,road 10,block d,mukti housing,dakhin paikpara""","""dakhin paikpara"""
"""sector 13 road 03 house 07""","""sector 13 road 03 house 07"""
"""mi room , dhaka cmh , shahid sharani dhaka cantonment""","""shahid sharani dhaka cantonment"""
"""bou bazar mor,shah alibag""","""shah alibag"""
"""house 75 road 11 sector 13 uttara dhaka bangladesh asia earth""","""house 75 road 11 sector 13 uttara dhaka bangladesh asia earth"""
"""padma nilima 329/1 senpara parbata""","""padma nilima 329/1 senpara parbata"""
"""uttara club""","""uttara club"""
"""kohinoor 18 , road 10 , dakkhin badda gulshan""","""dakkhin badda gulshan"""
"""wander kabab haj camp rd , caab colony dakshinkhan""","""caab colony dakshinkhan"""
"""dr. rumi's dental""","""dr. rumi's dental"""
"""commerce college rd , block b , mirour 2""","""mirour 2"""
"""amena garden  , 6 , saection 2""","""saection 2"""
"""rahim cottage , h 10 /12, iqbal rd , mohammafdpur""","""mohammafdpur"""
"""zigatola , tenari mor""","""tenari mor"""
"""shahera kunja 74/3 , ahmed nagar , jonaki road , senpara parbata , apschim monipur""","""apschim monipur"""
"""apparel export ltd , darus salam  , kallyan""","""kallyan"""
"""dhaka airport railway station dhaka mymensingh highway""","""dhaka airport railway station dhaka mymensingh highway"""
"""house 10 road 138 gulshan 1""","""house 10 road 138 gulshan 1"""
"""tastebud banani , road 12a , banani model town""","""banani model town"""
"""one furnioture fakirapool rd""","""one furnioture fakirapool rd"""
"""salauddin cng station , dhaka mawa highway , ba""","""ba"""
"""h 15/5, chamelibag rajarbag""","""chamelibag rajarbag"""
"""jonopriyo ladies tarilors , narinda wari""","""narinda wari"""
"""sarkarpara  masjid , feringi bazar rd , munshiganj 1500""","""munshiganj 1500"""
"""gelatissimo""","""gelatissimo"""
"""cp five ( himu foods)""","""cp five ( himu foods)"""
"""american hospital h 5 ,. main rd , south banasree project , armpura""","""armpura"""
"""swiss bakery , nee baily rd""","""nee baily rd"""
"""h 282, khilgaon gulbagh rd , shantibagh malibagh""","""shantibagh malibagh"""
"""shahidbag circle , rajarbagh malobagh""","""rajarbagh malobagh"""
"""residential ( slum) moghbazar""","""residential ( slum) moghbazar"""
"""rd 9 , block h   , bahsudnhara r/a""","""bahsudnhara r/a"""
"""green life hospital""","""green life hospital"""
"""shariatpur door complex , block b aftabnagar""","""block b aftabnagar"""
"""neosmile  children and family dental wellness , salimullah road , mohammadfp[ur""","""mohammadfp[ur"""
"""jamayet hazrat abubakkar siddiq ( ra) dakhil madrasa""","""jamayet hazrat abubakkar siddiq ( ra) dakhil madrasa"""
"""1008 , rd 17 , mofizbagh housing adabar""","""mofizbagh housing adabar"""
"""bismillah general store,8/b/2,shah shaheb nagar,middle paikpara,mukti housing,modho paikpara""","""modho paikpara"""
"""shahid ahnaf sarani,paikpara officers quarter""","""paikpara officers quarter"""
"""jameya hazrat abu bakar siddik (ra) dakhil madrasa""","""jameya hazrat abu bakar siddik (ra) dakhil madrasa"""
"""navana talil del riniera,54,road 15.banani""","""road 15.banani"""
"""airport public toilet , airport eailway station""","""airport eailway station"""
"""metroplex sporting , barua road south barua, barua""","""barua"""
"""dolaipar bus stand , dolaipur bus stand , gandaraia""","""gandaraia"""
"""rajanigandha super market , kachukhet , dhakacantonment""","""dhakacantonment"""
"""bdcrictime mirpur model thana mirpur 2""","""bdcrictime mirpur model thana mirpur 2"""
"""asi pacific  university""","""asi pacific  university"""
"""sourav molla general store , prembagan , dakkhi""","""dakkhi"""
"""north south university ( nsu )""","""north south university ( nsu )"""
"""bangladesh shishu hospital & institute national institute of traumatology & orthopadic rehabilitation ( nitor) , sher -e- bangla""","""sher -e- bangla"""
"""unique intro shop 1 , middle paikpara mirpur 1""","""middle paikpara mirpur 1"""
"""beauty 318 , al haj haj abdus sobhan road , block b , bashudnhara ra/""","""bashudnhara ra/"""
"""pallabi police station,mirpur,dhaka,1216""","""1216"""
"""block d,house 19-20,road 4,dakkhin banasree,dhaka(opposite to radiant kindergarten school)""","""dhaka(opposite to radiant kindergarten school)"""
"""amtola , lalbagh road""","""lalbagh road"""
"""zinith tower , 7/4/2, shah shaheb nagar , middle paikparta , mukti housing moddho paikpara""","""mukti housing moddho paikpara"""
"""lotus world beauty parlor,24/15,34/8 pallabi,mirpir 12""","""mirpir 12"""
"""dr. md. hasibuzzaman , orthopaedic , trauma & spine surgeon""","""trauma & spine surgeon"""
"""chefs treat""","""chefs treat"""
"""house 58,block b,road no 8,block  b,bashundhara  r/a""","""bashundhara  r/a"""
"""jabber building pwd quater,rupnagar,mirpur 3""","""mirpur 3"""
"""rastern rose , h 93 ( near ad din hospital ) , flat 1/801 , jomider goli""","""jomider goli"""
"""16/26, block c , tajmahal road , mohammadp;ur""","""mohammadp;ur"""
"""angels fantasy playground,main campus,dhaka univeristy""","""dhaka univeristy"""
"""h 127, rd 10 , block f , abshundhara r/a""","""abshundhara r/a"""
"""lack city""","""lack city"""
"""suvasto zahra dhanmondi eoad , house 77""","""house 77"""
"""shahdat motors ,d haka aricha highway""","""d haka aricha highway"""
"""baitul aksha jame masjid , safiuddin sarak academy rd""","""safiuddin sarak academy rd"""
"""nur villa , h 12 , kosaituli ln , naya bazar""","""naya bazar"""
"""shohidbag goli , uttar shahjahanpur""","""uttar shahjahanpur"""
"""mushafirer thikana , arshinagar , bashpur""","""bashpur"""
"""prime cafe""","""prime cafe"""
"""koltan puplic school , baridhara j block , notun baz""","""notun baz"""
"""steel source limited,kalindi""","""kalindi"""
"""lamya online store bd,damalkot,bhasantek""","""bhasantek"""
"""kismot biryani and restaurant,block g,international airport rd,chairmanbari.banani""","""chairmanbari.banani"""
"""fakirapool water tank circle""","""fakirapool water tank circle"""
"""hajera bhaban,h 377,rd 8,mirrpur 11""","""mirrpur 11"""
"""purbo namapara pukur,east namapara kabarsthan rd""","""east namapara kabarsthan rd"""
"""azinger,basundhara,basundhara main gate""","""basundhara main gate"""
"""hot cake , shamoly cinema hall complex , ring road mohammadpur""","""ring road mohammadpur"""
"""aalok mother and child care centre""","""aalok mother and child care centre"""
"""samiya shoes,paschim dhanmondi""","""paschim dhanmondi"""
"""tsc auditorium , shahbag rd , tsc""","""tsc"""
"""azimpur biddut office , azimpur rd""","""azimpur rd"""
"""rupnagar dental care , rupnagar residential area mirpur""","""rupnagar residential area mirpur"""
"""pizza burg mirpur""","""pizza burg mirpur"""
"""chandpur electric and hardware , sangbad""","""sangbad"""
"""koshai bari railgate , koshai bazar dakshinkhan""","""koshai bazar dakshinkhan"""
"""government employee hospital fulbaria""","""government employee hospital fulbaria"""
"""sommona tower ( south banashree )""","""sommona tower ( south banashree )"""
"""joynogor govt officers quarter gate mirpur 13""","""joynogor govt officers quarter gate mirpur 13"""
"""north south  university ( nsu )""","""north south  university ( nsu )"""
"""dhaka north city corporation ( zone 4) , begum rokeya  sarani , mirpur 10 circle""","""mirpur 10 circle"""
"""swamibag , swamibag , dayaganj rd""","""dayaganj rd"""
"""kkr's time stall , kallyanpur mirpur""","""kallyanpur mirpur"""
"""jahanara  garden rd , farmgate  tejgaon""","""farmgate  tejgaon"""
"""bavs prodhan karjaloy , mirpur model thana , mi""","""mi"""
"""bismillah electronics,242/2,salim uddin market,ahmed nagar,senparaparbata
ahmed nagar""","""senparaparbata
ahmed nagar"""
"""niladri shop,tejgaon airport""","""tejgaon airport"""
"""bonorsree block a road 1 n/s""","""bonorsree block a road 1 n/s"""
"""tejgaon fire service & civil defence,shahid tazuddin ahmed ave,tejgao l/a""","""tejgao l/a"""
"""gramtech knit dyeing finishing & garments ind. ltd . unit 1, bhulta nabibagar radhika road ,  dorgaon""","""dorgaon"""
"""basketball ground biu , rd to paragram village from ashulia model town , paragaon , ashulia , 1341""","""1341"""
"""sopno nir , sayed nagar notun bazar""","""sayed nagar notun bazar"""
"""nasir general store , south chayabithi rd""","""south chayabithi rd"""
"""chocolate & mint , progoti shoroni main road , uttor badda""","""uttor badda"""
"""234/4 east nakhalpara road""","""234/4 east nakhalpara road"""
"""dhaka ripotars unity""","""dhaka ripotars unity"""
"""h 4 , rd 9 , janata housing  mohammadpur""","""janata housing  mohammadpur"""
"""rd 136 , gulshan  1""","""gulshan  1"""
"""north south university ( nsu)""","""north south university ( nsu)"""
"""gloria jean's coffees gulshan avenue""","""gloria jean's coffees gulshan avenue"""
"""af pharma , oddhokkho , khagendra nath chakraborty road , college road, chairmn bari , golachipa  , naryanganj 1400""","""naryanganj 1400"""
"""mohammadour sub-post office 1207 , mohammadia housing limited""","""mohammadia housing limited"""
"""tilpapara community center poribar porikolpona""","""tilpapara community center poribar porikolpona"""
"""rb tower 5th floor 56/9 lake circus
west panthapath kalabagan""","""rb tower 5th floor 56/9 lake circus
west panthapath kalabagan"""
"""alam nagar central mosque,dhaka aricha highway,bilamalia,jadur char""","""jadur char"""
"""rayhan general store,sobujbag rd,savar 1340""","""savar 1340"""
"""epic,h 2&3,free school st,kathabagan""","""kathabagan"""
"""house no,  125,  road no 9/a,  dhanmondi,  dhaka ( arman khan goli)""","""dhaka ( arman khan goli)"""
"""national heart institute,osmani uddan,shegunbagicha""","""shegunbagicha"""
"""mxn modern herbal center,mohhamadia""","""mohhamadia"""
"""malibagh sorkari stuff quarter,pabna colony""","""pabna colony"""
"""boshar jayga , purbo , chandima uddan , shongsadh bhaban""","""shongsadh bhaban"""
"""priyo home interion decoration,chowdhurypara""","""chowdhurypara"""
"""rd 8,block h,basundhara  r/a""","""basundhara  r/a"""
"""hotel mim হোটেল মীম , ব্লক বী , মিরপুর ১২""","""মিরপুর ১২"""
"""tasty treat uttar badda""","""tasty treat uttar badda"""
"""new eskaton rd , new  eskaton""","""new  eskaton"""
"""hossain uddin , 2nd ln""","""2nd ln"""
"""renesha palash garden , 12/20, shyamoli road no. 2 mukti housing shyamoli""","""shyamoli road no. 2 mukti housing shyamoli"""
"""triratna cafe , national institute of traumatology & orthopaedic rehabilitati""","""national institute of traumatology & orthopaedic rehabilitati"""
"""central internet link , tilapara khilgaon""","""tilapara khilgaon"""
"""shakil saroni""","""shakil saroni"""
"""kolorob , block k , bashunhdara r/a""","""bashunhdara r/a"""
"""paragon morno mehedi mart , block -d bashundhara r/a""","""block -d bashundhara r/a"""
"""dream land,dhaka sylhet highway,narayanganj,1462""","""1462"""
"""25/b,west monipur,senpara parbata,poschim monipur""","""poschim monipur"""
"""khati gorur dudher cha er dokan,fahim store,crop road""","""crop road"""
"""new five star tyre & battery , tongi bypass , west arichapur  rustampur""","""west arichapur  rustampur"""
"""red chicken outlet 3""","""red chicken outlet 3"""
"""kichukhon , block h , basundhara residensial""","""basundhara residensial"""
"""h 1419/10/2, taltola m,arket rd  , taltola khil gaon""","""taltola khil gaon"""
"""marium tower 1""","""marium tower 1"""
"""104 , dinanathn sen road , gopibag sutrapur""","""gopibag sutrapur"""
"""lakeshore hotel gulshan 47 , road 41 , gulshan 2 , guslahn""","""guslahn"""
"""dr. abdul gaffar plabon , residential area , dhanmond""","""dhanmond"""
"""rafiq villa , h 75 , rd 5 , amerul badda""","""amerul badda"""
"""etu's relish , sector 3 , uttara model twon""","""uttara model twon"""
"""mama departmental sob , dhaka medical college , cha""","""cha"""
"""priyo nibash , green rd , dhanmodndi""","""dhanmodndi"""
"""mazar road counter""","""mazar road counter"""
"""country boy , ayesha shopping complex , outer circular road , malinagh""","""malinagh"""
"""kodom ali super market , mawna kaliakair rd , fulbaria 1740""","""fulbaria 1740"""
"""nadus nudus , sks tower vip road mohakhali""","""sks tower vip road mohakhali"""
"""baitul aman hosuing soceiety , h 981 , r 16 , adabor mohammadpur""","""adabor mohammadpur"""
"""azimpur bus stop""","""azimpur bus stop"""
"""jahangirnagar university , dhaka aricha highway savar dhaka""","""dhaka aricha highway savar dhaka"""
"""york hospital""","""york hospital"""
"""dr milon smirti,tsc mor,siddik bazar""","""siddik bazar"""
"""eat & meet,rania avenue,basundhara residential area""","""basundhara residential area"""
"""sos   children village dhaka , mirpur rd  shyamoli""","""mirpur rd  shyamoli"""
"""hakkani housing jame masjid,uttar chhayabithy rd""","""uttar chhayabithy rd"""
"""kuril bissorod""","""kuril bissorod"""
"""robi motors , syadabad bus stand""","""syadabad bus stand"""
"""knowledge it isntitute,sector 6.uttara""","""sector 6.uttara"""
"""road 13a, shanmondi r/a""","""shanmondi r/a"""
"""saidul tea store,gazipur paurashava""","""gazipur paurashava"""
"""chittagong  general store , masjid rd  naya paltan""","""masjid rd  naya paltan"""
"""pallabi extention""","""pallabi extention"""
"""monigandha , house 25 road 9a""","""house 25 road 9a"""
"""ginza""","""ginza"""
"""legal solutions high-court area shahbagh""","""legal solutions high-court area shahbagh"""
"""590/a/2, old elephant road , wireless mogbazar""","""wireless mogbazar"""
"""borishailla londry dokan , matuyael , jatra""","""jatra"""
"""h 59, kalalbagan 1st ln ,. kalabagan""",""". kalabagan"""
"""bashabo kazi office , south bashabo , basabon""","""basabon"""
"""road 10 niketon , niketon housing society niketon""","""niketon housing society niketon"""
"""cp five star ( chashara ) , balur math""","""balur math"""
"""ashirbad banani dohs""","""ashirbad banani dohs"""
"""baitul aksha jame masjid , safiuddin sarker academy rd""","""safiuddin sarker academy rd"""
"""labaid pharmacy uttara 2""","""labaid pharmacy uttara 2"""
"""rifat garments & varities store""","""rifat garments & varities store"""
"""domestic terminal ( tac), hazrat shhajalal international airport""","""hazrat shhajalal international airport"""
"""pubali bank ltd, court house st , sakhari bazar""","""sakhari bazar"""
"""clemon indira road club""","""clemon indira road club"""
"""akram tower,syed nazrul islam sarani,bijoynagar""","""bijoynagar"""
"""tejgaon circle , somajsheba karjaloy , poschim na""","""poschim na"""
"""pariza , block c , bansree""","""bansree"""
"""arts faculty garden , dhaka university shahbagh""","""dhaka university shahbagh"""
"""shahbag police station masjid , kazi nazrul islam ave , university of dhaka a""","""university of dhaka a"""
"""100 feet goru chagoler hatt , madani avenue , 100 feet""","""100 feet"""
"""kohinoor electric sanitary & hardware , shah kabir mazar road , uttar khan""","""uttar khan"""
"""koborsthan jame masjid , matir rasta moinartek""","""matir rasta moinartek"""
"""kacchi palace , kalabagan 2nd ln""","""kalabagan 2nd ln"""
"""noor jahan power  company , green road , dhanmodni""","""dhanmodni"""
"""interim waste transfer center,kadamtala.bashabo""","""kadamtala.bashabo"""
"""company ghat rd,company ghat,kamrangichar""","""kamrangichar"""
"""12 shantinagar pir shaheber goli""","""12 shantinagar pir shaheber goli"""
"""h 383
, rd 6 adabor ""","""rd 6 adabor"""
"""emerald pride""","""emerald pride"""
"""darul aman housing house no 15,mirpur commerce college road,shialbari""","""shialbari"""
"""ac bazar industrys limited,house 113/c,road 7,sector 4,uttara,dhaka,1230""","""1230"""
"""jamiatul uloomil islamia dhaka mohammadia residenatial area  mohammadpur""","""jamiatul uloomil islamia dhaka mohammadia residenatial area  mohammadpur"""
"""the palace ., road no 9  dhaka bangladesh""","""road no 9  dhaka bangladesh"""
"""recondition car world bd, block c , mirpure 12""","""mirpure 12"""
"""cbsg informatix , block b , lalamatia""","""lalamatia"""
"""housing and building research institute , mirpur rd , darussalam darus salam""","""darussalam darus salam"""
"""karnaphuliu garden city""","""karnaphuliu garden city"""
"""sher e bangla agriculture university rd , sohrawardy medical college & hospital""","""sohrawardy medical college & hospital"""
"""dynasty swater bd,anwar jang rd,paragaon,savar,1343""","""1343"""
"""17/19 horicharon ray road foridabad dhaka 1204""","""17/19 horicharon ray road foridabad dhaka 1204"""
"""district employement and manpower office (demo)dhaka""","""district employement and manpower office (demo)dhaka"""
"""btcl colony qtr # d-6, korail mohakhali""","""korail mohakhali"""
"""kopotakkho , sector 11, utttara""","""utttara"""
"""shahin khan road 13, house 214 , new mohakhali dohs dhaka""","""new mohakhali dohs dhaka"""
"""rnr cng station , dhaka chittagong highway , chandina , 3510""","""3510"""
