Unnamed: 0,Pickup Point,last part,Pickup Area
15220,"red chilli pepper restaurant , gulshan 2 , gulshan",GULSHAN,Gulshan
15222,"formosa qq tea , green road , dhanmondi",DHANMONDI,Dhanmondi
15223,"lakeshore hotel gulshan , gulshan 2, gulshan",GULSHAN,Gulshan
15226,"indokem bangladesh p l , sector 7 , uttara",UTTARA,Uttara
15232,"future technology  , ekmal atatruk  avenue, banani",BANANI,Banani
15233,"high speed broadband internet , bosila housing , mohammadpur",MOHAMMADPUR,Mohammadpur
15237,"navision  navi  world limited , block g , banani",BANANI,Banani
15238,"i h m tanjim , digital marketing & ecommerce business specialist , girls school road , kalabagan",KALABAGAN,Kalabagan
15240,"road  116 , gulshan 1 , gulshan",GULSHAN,Gulshan
15241,"t.h bakery & sweets , rayer bazar , mohammadpur",MOHAMMADPUR,Mohammadpur
15242,"alif's engineering , sector 4 , uttara",UTTARA,Uttara
15244,"81/82 , hamid tower , free school street , kathalbagan bazar , panthapath",PANTHAPATH,Panthapath
15245,"t-fashion , zafrabad , mohammadpur",MOHAMMADPUR,Mohammadpur
15248,"sayma , girls school road , dhanmondi",DHANMONDI,Dhanmondi
15254,"h 25 , rd 1, mohammadi housing ltd , mohammadpur",MOHAMMADPUR,Mohammadpur
15255,"timit , 39 , road no 1 , block a , basundhara r/a",BASUNDHARA R/A,Bashundhara
15257,"dhaka road division , block e , banani",BANANI,Banani
15273,"hakim heritage , road 6 , dhanmondi",DHANMONDI,Dhanmondi
15274,"1, road 31, section 12",SECTION 12,Mirpur
15277,"h 338 , taltola rd , taltola , khilgaon",KHILGAON,Khilgaon
15279,"united commercial bank capital ltd , motijheel rd , motijheel",MOTIJHEEL,Motijheel
15287,"dizit limited , rozd 4 , block f , banani",BANANI,Banani
15289,"zigatola bus stand , jigatola , dhanmondi",DHANMONDI,Dhanmondi
15294,"rd 3 a , niketon",NIKETON,Niketon
15295,"bishmillah pharmacy , monipur , mirpur",MIRPUR,Mirpur
15297,"bangladesh resource improvement trust ( brit 0 hq , block i , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
15298,"kheya , h 33/a , 40 , rd 2 , pc culture housing society , mohammadpur",MOHAMMADPUR,Mohammadpur
15301,"brac centre , h.no, 75 gulshan badda connecting road , mohakhali c/a , mohakhali",MOHAKHALI,Mohakhali
15303,"nahar mohol , h 32, rd 8 , janata housing , mohammadpur",MOHAMMADPUR,Mohammadpur
15305,"prantik apartment , west , dhanmondi",DHANMONDI,Dhanmondi
15312,"infinity , mirpur 10  road , section 2",SECTION 2,Mirpur
15316,"touch store , house 411 , nsu driveway , block b , basundhara r/a",BASUNDHARA R/A,Bashundhara
15318,"hosaf shopping complex , h 6/9, outer circular rd , malibagh mor, malibagh",MALIBAGH,Malibagh
15320,"icombd, h 498/1, old shewrapara rd , agargaon",AGARGAON,Agargaon
15372,"h 30/4,sher shah suri rd,mohammadpur",MOHAMMADPUR,Mohammadpur
15378,"road 2,sector 4,uttara",UTTARA,Uttara
15379,"rd 1,block b,pallabi",PALLABI,Pallabi
15380,"rd 1,mohammadia housing ltd,mohammadpur",MOHAMMADPUR,Mohammadpur
15382,"organ rose apartment,house 50,road 10,sector 6,uttara",UTTARA,Uttara
15386,"new look engineering,residential area,dhanmondi",DHANMONDI,Dhanmondi
15388,"ruap main playground,sector 18,uttara",UTTARA,Uttara
15389,"sabrina pharma,h 38,sher e bangla rd,tali office,west dhanmondi",WEST DHANMONDI,Dhanmondi
15391,"rahiq centre,block g,basundhara r/a",BASUNDHARA R/A,Bashundhara
15392,"gulbagh jame mosjid,new elephant road,dhanmondi",DHANMONDI,Dhanmondi
15394,"plot 34,rd 9,block b,basundhara r/a",BASUNDHARA R/A,Bashundhara
15400,"star kababb , road 17 , banani",BANANI,Banani
15402,"cp five star,green road,dhanmondi",DHANMONDI,Dhanmondi
15407,"our news,bd,adabar,mohammadpur",MOHAMMADPUR,Mohammadpur
15409,"rbd,block c,banani",BANANI,Banani
15410,"exim bank,10/a,west dhanmondi",WEST DHANMONDI,Dhanmondi
15412,"29/6,block c,tajmahal road,mohammadpur",MOHAMMADPUR,Mohammadpur
15416,"dc building,maolana bhasani road,fakirapool,paltan",PALTAN,Paltan
15421,"thikana,h 2/b,rd 138,gulshan 1",GULSHAN 1,Gulshan
15423,"buy air ticket,residential area,dhanmondi",DHANMONDI,Dhanmondi
15426,"mst. mahmuda villa , house 59 , block b , road no. 8 , block b , basundhara r/a",BASUNDHARA R/A,Bashundhara
15427,"the doll house makeover & saloon , sector 7 , uttara",UTTARA,Uttara
15429,"tbhbl-barakah dreams , block i , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
15431,"solarium nidas , h 688 , sipahibag rd , khilgaon",KHILGAON,Khilgaon
15438,"maxcell seraj , h 2/13 , iqbal rd , mohammadpur",MOHAMMADPUR,Mohammadpur
15444,"juboraj sarker , sector 3 , uttara",UTTARA,Uttara
15451,"mr. leather , west kazipara , mirpur",MIRPUR,Mirpur
15455,"athpi tathoi nibash , block m , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
15456,"chill's  thai restaurant , ring rd , mohammadpur",MOHAMMADPUR,Mohammadpur
15457,"black rose , h 446 , rd 17 , block g , basundhara r/a",BASUNDHARA R/A,Bashundhara
15461,"block b , road 5 , block b , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
15463,"609, roada no 7, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
15465,"property ark , gulshan 2 , gulshan",GULSHAN,Gulshan
15469,"h 3, and 4 , kamalapur rd , motijheel",MOTIJHEEL,Motijheel
15475,"kushtia  friends club dhaka limited , beribadh road , abdullahpur , uttara",UTTARA,Uttara
15482,"rupayan city community club , nalbhog , uttara",UTTARA,Uttara
15483,"sofia green , 49 , road 6 block c , banani",BANANI,Banani
15484,"penta global development & r&d center , block k , banani",BANANI,Banani
15486,"professor dr. shaikh nurul fattah rumi , head of ent and head neck  dept. dmc, green road , dhanmondi",DHANMONDI,Dhanmondi
15487,"gulnaksha hall 1 , purbachal express highway , kuril",KURIL,Kuril
15491,"oushodh  pottho , sector 10 , uttara",UTTARA,Uttara
15492,"s/n elegance , block h , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
15494,"middle badda bus stand  d.i.i . road , dakkhin , badda  , gulshan",GULSHAN,Gulshan
15497,"saimon center - saimon group ltd , gulshan 1",GULSHAN 1,Gulshan
15519,"expresso lounge , road 27 , block k , banani",BANANI,Banani
15522,"13, road 32 , gulshan 1 , gulshan",GULSHAN,Gulshan
15523,"photo expert bd, sector 7 , uttara",UTTARA,Uttara
15524,"69/g , pantha path , dhanmondi",DHANMONDI,Dhanmondi
15528,"genetic pheonix , block a, niketon",NIKETON,Niketon
15529,"studio metrodesk , purbo rajabazar , panthapath",PANTHAPATH,Panthapath
15532,"leo king international , new airport rd , banani",BANANI,Banani
15533,"jamuna future park apartment complex , nsu rd , block b , basundhara r/a",BASUNDHARA R/A,Bashundhara
15537,"jamal refrigeration electric works , monipur , mirpur 2",MIRPUR 2,Mirpur
15538,"generator house , sector 7 , uttara",UTTARA,Uttara
15540,"shawon mazhar's territory , road 4 , house 93 , block b , banani",BANANI,Banani
15542,"lab aid cardiac hospital , h 1 , rd 4 , dhanmondi",DHANMONDI,Dhanmondi
15543,"shaheera begum complex , sector 4 , uttara",UTTARA,Uttara
15546,"lab aid specialized hospital , h 6 , rd 4, dhanmondi",DHANMONDI,Dhanmondi
15547,"infinity , boundary road , saenpara parbata, section 2",SECTION 2,Mirpur
15550,"astorion ( gulshan flagship store ) , gulshan 2, gulshan",GULSHAN,Gulshan
15567,"galaxy bangladesh,h 25,rd 4,gulshan 1",GULSHAN 1,Gulshan
15570,"britannia nishat,block c,basundhara r/a",BASUNDHARA R/A,Bashundhara
15571,"abc learning institute,sector 4,uttara",UTTARA,Uttara
15572,"dhaka restaurants,h 54,satmasjid rd,dhanmondi",DHANMONDI,Dhanmondi
15581,"938,road no 13, basundhara r/a",BASUNDHARA R/A,Bashundhara
15582,"platform of community abd architecture,road 15,sector 14,uttara",UTTARA,Uttara
15584,"kabab village and restaurant,h 30,rd 6,dhanmondi",DHANMONDI,Dhanmondi
15585,"dhaka decor,sector 7,uttara",UTTARA,Uttara
15586,"shoppers world,sector 7,uttara",UTTARA,Uttara
15587,"shwapno 12,sector 12,uttara",UTTARA,Uttara
15588,"iz patisserie and cafe,block a,mirpur",MIRPUR,Mirpur
15590,"h 13/14,mitali rd,west dhanmondi",WEST DHANMONDI,Dhanmondi
15593,"nsu female lounge,block b,basundhara r/a",BASUNDHARA R/A,Bashundhara
15594,"house 45,road 11,sector 13,uttara",UTTARA,Uttara
15600,"abc skyrise tower,shahjalal ave,sector 4,uttara",UTTARA,Uttara
15601,"all in all tailors,dholaipara,uttara",UTTARA,Uttara
15602,"lays fita,road 3f,sector 9,uttara",UTTARA,Uttara
15605,"jahanara manzil,h 157,salimullah rd,mohammadpur",MOHAMMADPUR,Mohammadpur
15607,"h 252,shipahibag rd,khilgaon",KHILGAON,Khilgaon
15609,"biswas,house 362,road 9,block c,basundhara r/a",BASUNDHARA R/A,Bashundhara
15621,"friends accessories,block h,banani",BANANI,Banani
15622,"fountain,block b,basundhara r/a",BASUNDHARA R/A,Bashundhara
15623,"geotrade,mohammadia housing society,mohammadpur",MOHAMMADPUR,Mohammadpur
15624,"fatema sohani bhaban,h 42,north rd,dhanmondi",DHANMONDI,Dhanmondi
15625,"90,road 12,basundhara r/a",BASUNDHARA R/A,Bashundhara
15626,"laila manzil,h 76/a,rd 3,mohammadi housing ltd,mohammadpur",MOHAMMADPUR,Mohammadpur
15628,"le mont,h 30,16,banani",BANANI,Banani
15629,"alexandra,177,road no 5,block d, basundhara r/a",BASUNDHARA R/A,Bashundhara
15630,"8/5,block a,aurangzeb road,mohammadpur",MOHAMMADPUR,Mohammadpur
15631,"mega sunrain,h 3/15,iqbal rd,mohammadpur",MOHAMMADPUR,Mohammadpur
15632,"126,road 10,basundhara r/a",BASUNDHARA R/A,Bashundhara
15634,"meheraz monzil,5/a/18,block d,razia sultana road,mohammadpur",MOHAMMADPUR,Mohammadpur
15642,"pinewood,48,road 13c,banani",BANANI,Banani
15645,"daily shop,diabari,mirpur",MIRPUR,Mirpur
15650,"rd 5 , block c, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
15657,"independent university bangladesh ( iub) , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
15661,"imax plus , banani dohs",BANANI DOHS,Banani
15665,"social islami bank limited , atm booth , adabar , mohammadpur",MOHAMMADPUR,Mohammadpur
15667,"china bd business , nikunja 2",NIKUNJA 2,Nikunja
15671,"grameen bank , mirpur college rd , mirpur 2",MIRPUR 2,Mirpur
15673,"aci godrej agrovet pvt . ltd , bir uttam ak khandakar rd , gulshan 1",GULSHAN 1,Gulshan
15677,"general store , h 104/2 , sher e bangla rd , mohammadpur",MOHAMMADPUR,Mohammadpur
15679,"sanchez maya , h 20 , rd 5 , pc culture housing society , mohammadpur",MOHAMMADPUR,Mohammadpur
15681,"rd 14 , sector 3 , uttara",UTTARA,Uttara
15684,"career development center-cdc, sobhanbag , dhanmondi",DHANMONDI,Dhanmondi
15687,"extensive engineering and service , east kazipara , mirpur",MIRPUR,Mirpur
15689,"dr. basil anwar , eye specialist and phaco surgeon , jigatola , dhanmondi",DHANMONDI,Dhanmondi
15691,"apurba restaurant , h 147 , fakirapul rd , fakirapool",FAKIRAPOOL,Fakirapool
15693,"zakir best skin and hair clinic in dhaka , green road , dhanmondi 
",DHANMONDI,Dhanmondi
15698,"imran's residence, house 301/b , ai haj abdus sobhan road, block a, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
15703,"house 4, road 13 , sector 12, uttara",UTTARA,Uttara
15704,"dress world , residential area , dhanmondi",DHANMONDI,Dhanmondi
15708,"vision eye hospital , green road, dhanmondi",DHANMONDI,Dhanmondi
15709,"shopneel palace , nondipara , khilgaon",KHILGAON,Khilgaon
15710,"bdcom online ltd, mirpur dohs",MIRPUR DOHS,Mirpur
15714,"segieth villa , h 15 , rd 5 , kaderabad housing , mohammadpur",MOHAMMADPUR,Mohammadpur
15715,"mohua apartments , west , dhanmondi",DHANMONDI,Dhanmondi
15717,"long , salimullah road , mohammadpur",MOHAMMADPUR,Mohammadpur
15719,"lurashna, h 394 395 , rd 21 , block g , basundhara r/a",BASUNDHARA R/A,Bashundhara
15721,"total service & cleaning center , road 130 , gulshan 1 , gulshan",GULSHAN,Gulshan
15722,"fury mart , save time , live better , chadd uddan housing , mohammadpur",MOHAMMADPUR,Mohammadpur
15730,"arif cha ghor , sector 6 , uttara",UTTARA,Uttara
15738,"md. rahad general store , mohammadia residential area , ,mohammadpur",MOHAMMADPUR,Mohammadpur
15739,"block d , shahjahan rd , mohammadpur",MOHAMMADPUR,Mohammadpur
15742,"h 17/25, ohom jatra st , mohammadpur",MOHAMMADPUR,Mohammadpur
15750,"woori bank limited , dhaka mymensingh highway , jasimuddin avenue , sector 3, uttara",UTTARA,Uttara
15751,"tuv rheinland bangladesh private limited , road 113/a , gulshan 2 , gulshan",GULSHAN,Gulshan
15752,"crush fit , kafrul , mirpur",MIRPUR,Mirpur
15754,"paan supari , gulshan 2, gulshan",GULSHAN,Gulshan
15756,"the noble house , house 28 29 , sayem sobhan anvir road , block c , basundhara r/a",BASUNDHARA R/A,Bashundhara
15757,"h 9/18, iqbal rd , mohammadpur",MOHAMMADPUR,Mohammadpur
15762,"sky city hotel , kakrail road , dokkhin shajahanpur , paltan",PALTAN,Paltan
15764,"prof. dr . p . k . saha , block e , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
15765,"baitul fazal masjid , bashbari rd , mohammadpur",MOHAMMADPUR,Mohammadpur
15766,"biswas digital solution , west shewrapara , mirpur",MIRPUR,Mirpur
15770,"rose wood , block b , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
15773,"house 42 , road 18 , sector 11 , uttara",UTTARA,Uttara
15775,"168 , malibagh college road , malibagh bazar road , malibagh",MALIBAGH,Malibagh
15776,"mcl zenith , rd 7 , mirpur 2",MIRPUR 2,Mirpur
15778,"tangail sharee hut , 6 , mirpur road , dhanmondi",DHANMONDI,Dhanmondi
15780,"hall 3 , purbachal express highway , kuril",KURIL,Kuril
15784,"property index,block g,basundhara r/a",BASUNDHARA R/A,Bashundhara
15787,"lakeshore,house 46,road 41,gulshan 2,gulshan",GULSHAN,Gulshan
15788,"manoshi coffee corner,shinepukur,gulshan 1",GULSHAN 1,Gulshan
15789,"national security intelligence bangladesh,segunbagicha road,fakirapool,paltan",PALTAN,Paltan
15790,"rosewood,house 208,road 3,block b,basundhara r/a",BASUNDHARA R/A,Bashundhara
15792,"outer circular rd,shantibag,malibagh",MALIBAGH,Malibagh
15795,"maa manzil,h 24,rd 4,nikunja 2",NIKUNJA 2,Nikunja
15796,"duri lifestyle,vblock c,banani",BANANI,Banani
15801,"nsu law and mooting society,block b, basundhara r/a",BASUNDHARA R/A,Bashundhara
15802,"sams view,61,road no 1,block a, basundhara r/a",BASUNDHARA R/A,Bashundhara
15803,"38,road18,nikunja 2",NIKUNJA 2,Nikunja
15808,"asad monjil,house 409,nsu driverway,block b, basundhara r/a",BASUNDHARA R/A,Bashundhara
15815,"rahimafrooz distribution ltd,motijheel rd,motijheel",MOTIJHEEL,Motijheel
15817,"bevereluy homes.,99, 6 no road,block d,basundhara r/a",BASUNDHARA R/A,Bashundhara
15818,"metlife,h 18 20,toyenbee circular rd,motijheel",MOTIJHEEL,Motijheel
15820,"store bd,west rajabazar,indira road,panthapath",PANTHAPATH,Panthapath
15821,"cathay pacific,doreen tower,dit ii cir,gulshan 2,gulshan",GULSHAN,Gulshan
15822,"house 165/d,road 7,block c, basundhara r/a",BASUNDHARA R/A,Bashundhara
15824,"craft lifestyle,dohs,mirpur",MIRPUR,Mirpur
15826,"anchorage the residence,sector 4,uttara",UTTARA,Uttara
15829,"civiliavation colony,bangladesh",BANGLADESH,Agargaon
15831,"mahir enterprise,kamalapur rd,motijheel",MOTIJHEEL,Motijheel
15833,"h&c bakery,mohammadpur,tajmahal road",TAJMAHAL ROAD,Mohammadpur
15834,"parichoy,h 60,rd 9f,banani",BANANI,Banani
15835,"secret beuaty,residential area,dhanmondi",DHANMONDI,Dhanmondi
15837,"four seasons restaurant,road 16,dhanmondi",DHANMONDI,Dhanmondi
15838,"suvastu najar valley shopping ,all,shahjadpur",SHAHJADPUR,Shahjadpur
15840,"metrocem group head office,dilkusha,motijheel",MOTIJHEEL,Motijheel
15849,"khilkhet traffic police box , nikunja 2",NIKUNJA 2,Nikunja
15851,"zhr digital residential area , dhanmondi",DHANMONDI,Dhanmondi
15855,"reluxe hair cut,pirerbag,mirpur",MIRPUR,Mirpur
15860,"rd 10 , mirpur dohs",MIRPUR DOHS,Mirpur
15861,"safwana villa,khilbarir tek,shahjadpur",SHAHJADPUR,Shahjadpur
15863,"road 90,gulshan 2,gulshan",GULSHAN,Gulshan
15864,"bangkers dream , 8 , section 2",SECTION 2,Mirpur
15868,"shankar jafrabad rd , jafrabad , west dhanmondi",WEST DHANMONDI,Dhanmondi
15873,"lake lavender , sector 11 , uttara",UTTARA,Uttara
15875,"mofiz rashida villa , h 19/5, babar rd , mohammadpur",MOHAMMADPUR,Mohammadpur
15876,"bank asia ltd , h 57 , gulshan ave , gulshan",GULSHAN,Gulshan
15877,"crown automobile service,sector 11,uttara",UTTARA,Uttara
15878,"mirpur 2, block e, road 2, section 2",SECTION 2,Mirpur
15879,"5,road 2 sector 1,kurmitola,sector 2",SECTOR 2,Purbachal
15881,"judges apartment , house 5/4 , mohonpur road , adabar , mohammadpur",MOHAMMADPUR,Mohammadpur
15882,"signature lifestyle,sector 3,uttara",UTTARA,Uttara
15883,"edi trix,zafrabad,mohammadpur",MOHAMMADPUR,Mohammadpur
15887,"maati property,block f, basundhara r/a",BASUNDHARA R/A,Bashundhara
15888,"blue bell,sector 3,uttara",UTTARA,Uttara
15891,"lake garden 2 , 110 , lake circus road , dhanmondi",DHANMONDI,Dhanmondi
15895,"sunnydale school , rd 11a , dhanmondi",DHANMONDI,Dhanmondi
15914,"sheik shahidul islam , 91, road 4 , section 12",SECTION 12,Mirpur
15915,"baitul wahab jaame mosque , mohammadia housing society, mohammadpur",MOHAMMADPUR,Mohammadpur
15916,"house 712/17, road 10, adabar , mohammadpur",MOHAMMADPUR,Mohammadpur
15920,"h 526 , shahid baki sarak , taltola , khilgaon",KHILGAON,Khilgaon
15923,"ecb chattar, matikata",MATIKATA,Matikata
15929,"dear dhaka , mohammadia r/a main rd , mohammadi housing ltd , mohammadpur",MOHAMMADPUR,Mohammadpur
15930,"gabtoli gorur hat public, toilet , gabtali , mirpur",MIRPUR,Mirpur
15931,"alhaz mokbul hossain university college , sadek khan rd , mohammadpur",MOHAMMADPUR,Mohammadpur
15968,"h 11/1, tb gate rd , mohakhali",MOHAKHALI,Mohakhali
15976,"h 19/5 , tajmahal rd , mohammadpur",MOHAMMADPUR,Mohammadpur
15977,"h.r. automobile, gp ja-2, mohakhali ,  tb gate , tb gate , mohakhali",MOHAKHALI,Mohakhali
15979,"house 383/a , kaykobad road , katsur , mohammadpur",MOHAMMADPUR,Mohammadpur
15982,"exim bank  atm , h 55 2, panthapath",PANTHAPATH,Panthapath
15985,"satmasjid road , west dhanmondi",WEST DHANMONDI,Dhanmondi
15986,"a block , bashundhara residential area , dhaka , bangladesh",BANGLADESH,Agargaon
15987,"road 5 , dhanmondi",DHANMONDI,Dhanmondi
15991,"digital locker house , bir uttam aminul haque , kemal attaruk ave , banani",BANANI,Banani
15992,"bijoy rakeen city a6 , dog squad road , mirpur 15 , mirpur",MIRPUR,Mirpur
15994,"salena afroza , 10, road 20, nikunja 2",NIKUNJA 2,Nikunja
15995,"masjid e baitul aksa , jashimuddin rd, sector 5, uttara",UTTARA,Uttara
16001,"m a khan,h 416/4,rd 45 b,taltola,khilgaon",KHILGAON,Khilgaon
16002,"banalata,house 239,road no 2,block b, basundhara r/a",BASUNDHARA R/A,Bashundhara
16003,"jakir general store,h 338/a,comissioner goli,dhanmondi",DHANMONDI,Dhanmondi
16005,"hawlader general store,katashur,mohammadpur",MOHAMMADPUR,Mohammadpur
16006,"house 42,road 6/a,dholaipar,sector 5,uttara",UTTARA,Uttara
16014,"midland bank limited,road 11,block c,banani",BANANI,Banani
16020,"nasir vayer cha er dokan,section 6,mirpur",MIRPUR,Mirpur
16021,"67,road 6,section 12",SECTION 12,Mirpur
16022,"traffic police box,kemal ataturk avenue,gulshan 2,gulshan",GULSHAN,Gulshan
16023,"contentpro interactive limited,block a,niketon",NIKETON,Niketon
16027,"99,sher shah suri road,mohammadpur",MOHAMMADPUR,Mohammadpur
16035,"shajgoj basundhara city outlet,green road,panthapath",PANTHAPATH,Panthapath
16041,"bismillah store,section 7,mirpur",MIRPUR,Mirpur
16042,"rd 4,pallabi extension,pallabi",PALLABI,Pallabi
16050,"nandar mars,sector 4,uttara",UTTARA,Uttara
16051,"trade hub,dohs,mirpur",MIRPUR,Mirpur
16053,"crescent holdings ltd,west dhanmondi",WEST DHANMONDI,Dhanmondi
16058,"pran general store,rayer bazar,mohammadpur",MOHAMMADPUR,Mohammadpur
16061,"cha block,mirpur 2,dhaka,block a,mirpur 2",MIRPUR 2,Mirpur
16062,"kabir heaven , residential area , dhanmondi",DHANMONDI,Dhanmondi
16064,"modhubolli , ka 195/1, kuril nsu rd , block c, kuril",KURIL,Kuril
16066,"house 720,road 10,dohs,mirpur",MIRPUR,Mirpur
16069,"eastern greeha,residential area,dhanmondi",DHANMONDI,Dhanmondi
16071,"bitspearhead limited,road 128,gulshan 1,gulshan",GULSHAN,Gulshan
16085,"hazerin fashion tailors , mohammadia housing society , mohammadpur",MOHAMMADPUR,Mohammadpur
16086,"grand ikebana , 11 , section 2",SECTION 2,Mirpur
16089,"in line architects bd , block  i , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
16090,"amtoli jame masjid , new airport rd , mohakhali",MOHAKHALI,Mohakhali
16095,"government rameta employee hospital , road 4, west dhanmondi",WEST DHANMONDI,Dhanmondi
16097,"anas enterprise , adabar , mohammadpur",MOHAMMADPUR,Mohammadpur
16098,"sohrawardi uddan lake , ramna footoverbridge , wireless , paltan",PALTAN,Paltan
16099,"plot 639 , rd 5 , block g , basundhara r/a",BASUNDHARA R/A,Bashundhara
16100,"rim eye center , 44/7/a, 44/7/b, pantha path , dhanmondi",DHANMONDI,Dhanmondi
16108,"beribadh rd , chad uddan , mohammadpur",MOHAMMADPUR,Mohammadpur
16116,"holy sikder , 706, block f, road 22, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
16118,"delicious morsel , shimanto shambhar , road 2 , dhanmondi",DHANMONDI,Dhanmondi
16123,"62 , road 7 , section 12",SECTION 12,Mirpur
16126,"police plaza concord shopping mall, gulshan 1",GULSHAN 1,Gulshan
16137,"salma heritage , 421 , i  block road 4 , basundhara r/a",BASUNDHARA R/A,Bashundhara
16139,"6/28 , block b , humayun road , jeneva camp , mohammadpur",MOHAMMADPUR,Mohammadpur
16140,"midas tower , h 5 , rd 27 , dhanmondi",DHANMONDI,Dhanmondi
16147,"westerm craze , green road, panthapath",PANTHAPATH,Panthapath
16148,"h 12 , madrasa rd , mohammadpur",MOHAMMADPUR,Mohammadpur
16149,"dessert boutique by nadia lakhani , block h , banani",BANANI,Banani
16150,"ibrahim medical college , maolana bhasani road , fakirapool, paltan",PALTAN,Paltan
16151,"ma laundry 7 dry wash , sector 3 , uttara",UTTARA,Uttara
16155,"i block road 4 , basundhara r/a",BASUNDHARA R/A,Bashundhara
16156,"agrani monowar , avilash h 168, doctor goli , malibagh",MALIBAGH,Malibagh
16157,"umm cafe , shyamoli , mohammadpur",MOHAMMADPUR,Mohammadpur
16160,"nibedika chatri hostel , shankar , west dhanmondi",WEST DHANMONDI,Dhanmondi
16164,"australian international school , purbachal express highway , basundhara r/a",BASUNDHARA R/A,Bashundhara
16170,"astha enterprise , block f, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
16177,"asa neer , agargaon , mirpur",MIRPUR,Mirpur
16179,"international convention city bashundhara ( iccb ) , purbachal express highway , dhaka , bangladesh",BANGLADESH,Agargaon
16180,"kurmitola general hospital , tongi diversion r, dhaka, bangladesh",BANGLADESH,Agargaon
16187,"friends apparel group , road 33 , sector 7 , uttara",UTTARA,Uttara
16200,"bangladesh tours , fakirapool bazar rd , fakirapool",FAKIRAPOOL,Fakirapool
16201,"h 17/25 , ohom jatra st , mohammadpur",MOHAMMADPUR,Mohammadpur
16202,"uttara community centre, shahjalal ave, rd 13d, sector 6 , uttara",UTTARA,Uttara
16209,"hazrat shhajalal international airport terminal 2, airport road, new airport road, kurmitola , sector 2",SECTOR 2,Purbachal
16212,"h 419, rd 19 , block g , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
16216,"bangladesh road transport authority ( brta ) , uttara , dhaka 1230 , bangladesh",BANGLADESH,Agargaon
16218,"premium arzaan , 23/a , road 4 , block d , basundhara r/a",BASUNDHARA R/A,Bashundhara
16219,"shahjalal international airport domestic terminal , new airport road , kurmitola , sector 2",SECTOR 2,Purbachal
16220,"my home swapno neer , sector 13 , uttara",UTTARA,Uttara
16224,"144 , i block road 7 , basundhara r/a",BASUNDHARA R/A,Bashundhara
16236,"denmark visa application centre in bangladesh , gulshan 2 , gulshan",GULSHAN,Gulshan
16246,"171 , i block road 8 , basundhara r/a",BASUNDHARA R/A,Bashundhara
16249,"park view , h 336 , afroza begum rd , block f , basundhara r/a",BASUNDHARA R/A,Bashundhara
16250,"house 17,road 02,sector10,uttara",UTTARA,Uttara
16251,"cdip head office,shyamoli,mohammadpur",MOHAMMADPUR,Mohammadpur
16253,"h 37/3,babar rd,mohammadpur",MOHAMMADPUR,Mohammadpur
16254,"mayasir by maheen khan,gulshan 2,gulshan",GULSHAN,Gulshan
16256,"lg butterfly,road 8,extended pallabi,mirpur",MIRPUR,Mirpur
16257,"the bhoj company,road 90,gulshan 2,gulshan",GULSHAN,Gulshan
16258,"amin haircut,residential area,dhanmondi",DHANMONDI,Dhanmondi
16268,"spring castel,road no 4,mohammadi housing ltd,mohammadpur",MOHAMMADPUR,Mohammadpur
16269,"izumi,road 113,gulshan 2,gulshan",GULSHAN,Gulshan
16270,"jams akhi,block i, basundhara r/a",BASUNDHARA R/A,Bashundhara
16273,"square hospital extentsion building,panthapath",PANTHAPATH,Panthapath
16277,"cp five star,mirpur road,dhanmondi",DHANMONDI,Dhanmondi
16279,"crockeries gallery,arambag residential area,pallabi,mirpur",MIRPUR,Mirpur
16280,"bfc,25,road 11,banani",BANANI,Banani
16282,"protiti,architects & engineering ltd,dohs,mirpur",MIRPUR,Mirpur
16283,"hasan lighting & decrotar,sonargaon janapath,sector 11,uttara",UTTARA,Uttara
16285,"little hut,sector 11,uttara",UTTARA,Uttara
16289,"12/a,road 30,gulshan 1,gulshan",GULSHAN,Gulshan
16290,"al amin tea stall,eastern housing,mirpur",MIRPUR,Mirpur
16292,"b m mobile servicing,wari,tikatuli",TIKATULI,Tikatuli
16303,"bata,sector 4,uttara",UTTARA,Uttara
16306,"52/7/2, babubazar goli , dhanmondi",DHANMONDI,Dhanmondi
16307,"my home,block d,basundhara r/a",BASUNDHARA R/A,Bashundhara
16309,"52/8, babubazar goli , dhanmondi",DHANMONDI,Dhanmondi
16310,"shantidhara chayanir guest house for apollo patient,block e, basundhara r/a",BASUNDHARA R/A,Bashundhara
16311,"assure wood rose , panthapath",PANTHAPATH,Panthapath
16314,"upanto creation apartment ,. girls school road , kalabagan",KALABAGAN,Kalabagan
