"location","formatted_address","latitude","longitude"
"""growmore concultants & associates mohakhali dohs""","","",""
"""arax bangladesh""","Bangladesh","24.0","90.0"
"""historical supreme court""","Bangladesh","24.0","90.0"
"""dhamondi r/a""","Bangladesh","24.0","90.0"
"""shanmondi""","Bangladesh","24.0","90.0"
"""purba goren""","Bangladesh","24.0","90.0"
"""mugda""","Mugda, Dhaka - 1203, Bangladesh","23.7291223","90.4335651"
"""west bhashantek""","Bangladesh","24.0","90.0"
"""united nation circle""","United Nation Circle, Gulshan, Dhaka - 1212, Bangladesh","23.7965927","90.4197566"
"""vorta bazar""","Vorta Bari Restaurant, Nazimuddin Road, Bokshibazar, Dhaka - 1000, Bangladesh","23.7243768","90.3959497"
"""hazarib""","Bangladesh","24.0","90.0"
"""mo""","Bangladesh","24.0","90.0"
"""shkhertek""","Bangladesh","24.0","90.0"
"""residential area""","Residential Area, Netrokona, Netrokona District, Bangladesh","24.8653043","90.728194"
"""solmaid vatara""","Bangladesh","24.0","90.0"
"""rd 2 adabor""","Al Tasnim Medical Centre, 2 Ring Road, Mohammadpur, Dhaka - 1207, Bangladesh","23.7670567","90.3583818"
"""bashundhara residential""","Bashundhara Residential Area, Dhaka - 1229, Bangladesh","23.8189265","90.4368229"
"""lalnatia""","Bangladesh","24.0","90.0"
"""arambagh shahjahanpur""","Arambagh Police Box, Station Road, Kamalapur, Dhaka - 1203, Bangladesh","23.7314877","90.4212102"
"""resiodential area""","Bangladesh","24.0","90.0"
"""titi para mor. maniknagar""","Māniknagar, Bangladesh","24.00342","90.94501"
"""amtola (60feet) mirpur 02""","Mirpur, Bangladesh","23.805","90.366"
"""transport gaffur castle""","Bangladesh","24.0","90.0"
"""kakrail ramna""","Stamford University Bangladesh, 51 Siddeshwari Road, Shiddheswari, Dhaka - 1217, Bangladesh","23.7444824","90.4083602"
"""navana silver dale 33/34 north basabo""","Bangladesh","24.0","90.0"
"""road 2/a dhanmondi""","Dhanmondi 9/A, Dhaka District, Dhaka - 1209, Bangladesh","23.7460225","90.3738966"
"""8/3 lake circus kalabagan""","Bangladesh","24.0","90.0"
"""tasty treat farmgate""","Tasty Treat, Green Road, Panthopath, Dhaka - 1215, Bangladesh","23.7559936","90.3896583"
"""flat 4a""","Bangladesh","24.0","90.0"
"""segun bagicha""","Segun Bagicha Concord, 5 Segunbagicha Road, Segunbagicha, Dhaka - 1000, Bangladesh","23.7347782","90.4067844"
"""shahbag circle""","Bangladesh","24.0","90.0"
"""dhaka elevated express -shewra rail gate""","Bangladesh","24.0","90.0"
"""kashimpur""","Kashimpur, Shaharasti Upazila, Bangladesh","23.189653","90.8907201"
"""kuril kazi baru bus stop""","Bangladesh","24.0","90.0"
"""house 157""","house, Jamalpur, Jamalpur Sadar Upazila, Bangladesh","24.9207982","89.9626115"
"""joar shahara kuril""","Joar Shahara Bazar Road, Joar Sahara, Dhaka - 1229, Bangladesh","23.8133087","90.4184094"
"""sector 12 purbachal""","Narayanganj District, Purbachal - 0000, Bangladesh","23.8443713","90.4855812"
"""rave center""","Bangladesh","24.0","90.0"
"""segunbagicha  road""","Segunbagicha Road, Segunbagicha, Dhaka - 1000, Bangladesh","23.7335425","90.406452"
"""utt""","Bangladesh","24.0","90.0"
"""kuril kazi bari bus stop""","Bangladesh","24.0","90.0"
"""west banglamotr""","Bangladesh","24.0","90.0"
"""sector 9 uttara""","Uttara, Dhaka Metropolitan, Dhaka District, Bangladesh","23.8774447","90.3981802"
"""gazipur""","Gazipur, Gazipur District, Bangladesh","23.9997558","90.4173629"
"""naraynganj""","Bangladesh","24.0","90.0"
"""manil mia avenue""","Bangladesh","24.0","90.0"
"""college gate""","AL-MAHADI COMPUTER, College Gate Sherpur - Mymensingh Highway, Sherpur District, Sherpur - 2100, Bangladesh","25.0195424","90.0133791"
"""hossain villa complex""","Bangladesh","24.0","90.0"
"""polashi""","Azimpur, Dhaka - 1211, Bangladesh","23.7270762","90.3893378"
"""afrabnagar""","Bangladesh","24.0","90.0"
"""block d boshundhara r/a""","Bangladesh","24.0","90.0"
"""bashudhara r/a""","Bangladesh","24.0","90.0"
"""road 10""","Road # 10, Badda, Dhaka - 1219, Bangladesh","23.7734017","90.4296505"
"""dhaka 1000""","Dhaka, Dhaka District, Bangladesh","23.7643863","90.3890144"
"""purba kzaipara""","Bangladesh","24.0","90.0"
"""mohakhali doha""","Bangladesh","24.0","90.0"
"""300 feet rd""","Purbachal 300 Feet Road, Narayanganj District, Kanchon - 1461, Bangladesh","23.8342036","90.5322973"
"""sabujbag khilgaon""","Islami Bank Bangladesh Limited, Bashabo Branch, Bashabo-Madartek Road, Bashabo, Dhaka - 1214, Bangladesh","23.7403862","90.4326774"
"""3rd colony""","Lalkuthi, Dhaka - 1916, Bangladesh","23.7897017","90.3473116"
"""square hospital extension building panthapath""","Bangladesh","24.0","90.0"
"""shahjahan road""","Shahjahan Road, Mohammadpur, Dhaka - 1207, Bangladesh","23.7646318","90.3653633"
"""27 section 2""","Bangladesh Krishi Bank, Baraiyerhat-Joraganj Old Section Road, Chattogram District, Baraiyarhat - 3901, Bangladesh","22.8933377","91.5339391"
"""ga""","gate, Khagrachari - Dighinala Road, Khagrachari Hill District, Khagrachhari - 4400, Bangladesh","23.1183951","91.9916815"
"""progati sarani""","Progati Filling Station Ltd, Pragati Sarani, Kuril, Dhaka - 1229, Bangladesh","23.818285","90.4208603"
"""shahbagh road""","BSMMU Outdoor 1 (Medicine), Hospital, BSMMU, Shahbagh Rd, Dhaka, Shahbag Road, Shahbag, Dhaka - 1205, Bangladesh","23.7387404","90.3938152"
"""shahjadpur vatara""","Bangladesh","24.0","90.0"
"""uttara club ( tennis court ) sector 1""","Bangladesh","24.0","90.0"
"""bonosree block a road 1 n/s""","Bangladesh","24.0","90.0"
"""re""","re, Bogura District, Bogura - 5800, Bangladesh","24.8438625","89.3691275"
"""lake circus kalabagan""","Bangladesh","24.0","90.0"
"""al hakim centre""","Bangladesh","24.0","90.0"
"""road12a dhanmondi r/a""","Bangladesh","24.0","90.0"
"""narayanganj 1401""","Narayanganj, Narayanganj Sadar Upazila, Bangladesh","23.6236732","90.4988075"
"""signboard""","Narayanganj District, Narayanganj - 1361, Bangladesh","23.693435","90.4807854"
"""pallabi resident""","Bangladesh","24.0","90.0"
"""arambag bus stop""","Bangladesh","24.0","90.0"
"""jigatola dhanmondi""","Bangladesh Rifles (BDR) Headquarter, Dhanmondi 2, Jigatola, Dhaka - 1209, Bangladesh","23.7363932","90.3761045"
"""tvs tejgaon showroom ( official ) kawran bazar""","Bāzār, Rangpur Division, Bangladesh","25.74442","88.49186"
"""rasulbag""","Rasulbag R/A, Chattogram, Chattogram District, Bangladesh","22.35305","91.8472742"
"""shantinagar kakrail""","Stamford University Bangladesh, 51 Siddeshwari Road, Shiddheswari, Dhaka - 1217, Bangladesh","23.7444824","90.4083602"
"""poschim  hafrul""","Bangladesh","24.0","90.0"
"""a niketon""","Road 1 Niketon Block A, Gulshan, Dhaka - 1213, Bangladesh","23.7766103","90.4125354"
"""eastern mollika shopping complex""","Bangladesh","24.0","90.0"
"""santinagar kakrail""","Kākrāil, Bangladesh","23.73333","90.4"
"""nata paltan""","Paltan, Dhaka Division, Bangladesh","23.73625","90.41426"
"""bishaw road kuril""","Bangladesh","24.0","90.0"
"""joar shahara bazar road""","Joar Shahara Bazar Road, Joar Sahara, Dhaka - 1229, Bangladesh","23.8133087","90.4184094"
"""dhanmondi r/a/shyamoli""","Shyamoli, Bangladesh","23.77438","90.36538"
"""goverment officers staff quarters  ( sarkari kormokorta / kormochari abash )""","Bangladesh","24.0","90.0"
"""mirpur dhaka""","Bangladesh, Lane 1, Mirpur, Dhaka - 1216","23.8202931","90.3710408"
"""banasree demra rd""","Banasree-Demra Road, Aftabnagar, Dhaka - 1214, Bangladesh","23.7574952","90.4477417"
"""lalbagh rd""","Lalbagh Road, Lalbag, Dhaka - 1211, Bangladesh","23.7204763","90.3849389"
"""dhaka university shahbag""","Dhaka University, Kazi Nazrul Islam Avenue, Shahbag, Dhaka - 1000, Bangladesh","23.7316827","90.3968231"
"""iph road mohakhali""","Bangladesh","24.0","90.0"
"""narayanaganj""","Bangladesh","24.0","90.0"
"""sector 21 purbachal""","China Bangladesh Friendship Exhibition Center, Dhaka City Bypass, Narayanganj District, Purbachal - 0000, Bangladesh","23.8426962","90.5338706"
"""sector 8""","Narayanganj District, Purbachal - 1461, Bangladesh","23.8448609","90.5204963"
"""1342""","Dhaka District, - 1342, Bangladesh","23.8834265","90.2678547"
"""rayer bazar mohammadpur""","Bangladesh Eye Hospital, Satmasjid Road, Mohammadpur, Dhaka - 1207, Bangladesh","23.7517112","90.3673685"
"""jamtola""","Jamtola Road, Nilphamari District, Nilphamari -, Bangladesh","25.9711253","88.802575"
"""mad burger""","Bangladesh","24.0","90.0"
"""300 feet entrance  bashundhara""","Bangladesh","24.0","90.0"
"""jagannathpur vatara""","Bangladesh","24.0","90.0"
"""road 17 banasree""","Rampura-Banasree Road, Banasree, Dhaka - 1219, Bangladesh","23.7630023","90.4343932"
"""tin mazar rd . hazaribagh""","Tin Mazar Road, Jigatola, Dhaka - 1209, Bangladesh","23.7378159","90.3693234"
"""charakghata hazaribagh""","Charakghata, Rayer Bazar, Dhaka - 1209, Bangladesh","23.7402934","90.3618148"
"""pirerbag mirpur""","GLOWSIGHT-BD, Unnamed Road, Dhaka, Bangladesh Mirpur-1 Footover Bridge, Shah Ali Bagh, Dhaka - 1216, Bangladesh","23.798125","90.3538218"
"""mirpur -12""","Mirpur 12, Dhaka Metropolitan, Dhaka District, Bangladesh","23.8251043","90.3706719"
"""the box of comfort food""","The Box of Comfort Food, Outer Circular Road, Motijheel, Dhaka - 1203, Bangladesh","23.7315443","90.420732"
"""2 no railgate bus stop""","2 No Railgate Bus Stop ২ নং রেল গেইট বাস স্ট্যান্ড, Bangabandhu Sarak, Narayanganj District, Narayanganj - 1400, Bangladesh","23.6158367","90.5017844"
"""shahi moshjid malibagh""","Bangladesh","24.0","90.0"
"""south banashree""","Bangladesh","24.0","90.0"
"""mohakhali wireless gate""","Road Number 01, Gulshan, Dhaka - 2467, Bangladesh","23.7810001","90.4068724"
"""shahbag road""","Shahbag Road, Shahbag, Dhaka - 1205, Bangladesh","23.7384034","90.3933922"
"""ringtech (bangladesh) ltd""","Bangladesh","24.0","90.0"
"""taltola paschim agargapn""","Bangladesh","24.0","90.0"
"""afroza begum sarak.""","Bangladesh","24.0","90.0"
"""notun bazar. vatara""","Bangladesh","24.0","90.0"
"""gulshan north avenue""","IDP Education Bangladesh, Bir Uttam Rafiqul Islam Avenue, Gulshan, Dhaka - 1212, Bangladesh","23.7872717","90.4255854"
"""middle badda foot over bridge""","Bangladesh","24.0","90.0"
"""vatuliya""","Bangladesh","24.0","90.0"
"""mirpur  rd""","Mirpur Road, Gabtali, Dhaka - 1916, Bangladesh","23.7822217","90.3505159"
"""tamanna pharmacy gulshan branch""","Bangladesh","24.0","90.0"
"""green rod""","Bangladesh","24.0","90.0"
"""balu river""","Balu River, Tarabo, Rupganj Upazila, Bangladesh","23.7965223","90.48154"
"""truck stand dayaganj""","Narinda, Dhaka, Dhaka District, Bangladesh","23.7100316","90.4188803"
"""campus""","Bangladesh","24.0","90.0"
"""mohakhali foot over bridge""","Mohakhali Foot Over Bridge, Gulshan, Dhaka - 2467, Bangladesh","23.7776291","90.3983114"
"""dhaka 1229.""","Dhaka, Dhaka District, Bangladesh","23.7643863","90.3890144"
"""kolerbazar joydebpur rd""","Bangladesh","24.0","90.0"
"""khot clothing banani dohs""","Bangladesh","24.0","90.0"
"""shahjalal international airport""","Hazrat Shahjalal International Airport, Airport Road Balughat Mastertek Road, Manikdi, Dhaka - 1229, Bangladesh","23.8431441","90.4053032"
"""mirpur2""","Mirpur, Kushtia District, Bangladesh","23.9363038","88.997764"
"""kurmitola hospital""","Kurmitola General Hospital, New Airport Road, Joar Sahara, Dhaka - 1229, Bangladesh","23.8192623","90.4097811"
"""rapnagar""","Bangladesh","24.0","90.0"
"""mukti housing shyamoi""","Bangladesh","24.0","90.0"
"""motuijheel""","Bangladesh","24.0","90.0"
"""sector 09""","China Bangladesh Friendship Exhibition Center, Dhaka City Bypass, Narayanganj District, Purbachal - 0000, Bangladesh","23.8426962","90.5338706"
"""rasel automobiles and engineering workshop""","Rasel Automobiles And Engineering Workshop, BRT Line 3, Gazipura, Tongi - 1712, Bangladesh","23.9702672","90.3802541"
"""kalabagam staff quarter""","Bangladesh","24.0","90.0"
"""nargis villa""","Nargis Villa, 37/3 Baghabari Lane, Gendaria, Dhaka - 1204, Bangladesh","23.7001838","90.4274216"
"""dhaka 1230""","Dhaka, Dhaka District, Bangladesh","23.7643863","90.3890144"
"""jalshiri abashon""","Bangladesh","24.0","90.0"
"""armanitola""","Armanitola, Dhaka - 1100, Bangladesh","23.7139744","90.4016165"
"""kurmitola sector 5""","Kurmitola, Dhaka - 1229, Bangladesh","23.8251851","90.4057949"
"""airport railway""","Bangladesh","24.0","90.0"
"""joar shahara bazar rd""","Joar Shahara Bazar Road, Joar Sahara, Dhaka - 1229, Bangladesh","23.8133087","90.4184094"
"""bishaw eoad""","Bangladesh","24.0","90.0"
"""uttarkhan""","Uttarkhan Mazar Road, Dokkhin Khan, - 1230, Bangladesh","23.8658657","90.4251262"
"""purbchal""","Bangladesh","24.0","90.0"
"""sector 12 -uttara""","Uttara, Dhaka - 1231, Bangladesh","23.8716563","90.3815934"
"""shiddeswari road""","Bangladesh","24.0","90.0"
"""middle genda""","Genda, Bangladesh","23.82837","90.26316"
"""domestic terminal ( dac) hazrat shahjalal international airport""","Bangladesh","24.0","90.0"
"""ray shaheb bazar""","Tanti bazar, Dhaka - 1100, Bangladesh","23.7130418","90.4103431"
"""posta""","Bangladesh","24.0","90.0"
"""alltime courier and parcel service dhaka""","Dhaka Division, Bangladesh","24.16667","90.41667"
"""paschim jatrabari""","Paschim Jatrabari Panchyayet Committee Bazar/ Khalpar Bazar, Mirhazaribag, Dhaka, Doyagonj New Road, Dayaganj, Dhaka - 1232, Bangladesh","23.7086731","90.42812"
"""shomir akhra""","Akhera, Rājshāhi Division, Bangladesh","24.9058","88.77014"
"""mohsina dom inno trenta dos residential area dhanmondi""","Dhanmondi, Bangladesh","23.74","90.385"
"""tongio paurashava""","Bangladesh","24.0","90.0"
"""sayedabad bus stand""","Sayedabad Bus Stand, Cumilla-Sylhet Highway, Brahmanbaria District, Binauti -, Bangladesh","23.7942981","91.1483288"
"""national institute of cardio / vascular deseases ( nicvd ) ( jatiyo hridrog institute )""","Bangladesh","24.0","90.0"
"""kadamtali""","Chandpur District, Kadamtali - 3620, Bangladesh","23.2480903","90.9863116"
"""keraniganj""","Dhaka District, Keraniganj - 1310, Bangladesh","23.7005013","90.3826441"
"""senpara parbata mirpur 10""","Senpara Parbata, Monipur, Dhaka - 1216, Bangladesh","23.8052612","90.3697293"
"""railway colony rd""","Agrabad Par Railway Colony Jame Mosjid, Sheikh Mujib Rd, Chattogram, শেখ মুজিব সড়ক, Agrabad, Chattogram - 4233, Bangladesh","22.3252506","91.81292"
"""shahjalal multi storied car parking new airport rd""","Bangladesh","24.0","90.0"
"""east nayanagar""","Nāynagar, Bangladesh","23.25763","90.96539"
"""block b""","Moyuri, Dumuria Upazila, Bangladesh","22.8137267","89.5248356"
"""road-2""","Road # 2, Kuril, Dhaka - 1229, Bangladesh","23.820698","90.4284966"
"""block m""","Dhaka District, Dhaka - 1229, Bangladesh","23.8219151","90.4556024"
"""bangaldersh""","Bangladesh","24.0","90.0"
"""block a bashundhara r/a""","Solmaid, Dhaka, Dhaka District, Bangladesh","23.8097649","90.4283747"
"""kuril bishwaroad""","Bangladesh","24.0","90.0"
"""crimson cup dhanmondi 27""","Dhanmondi, Bangladesh","23.74","90.385"
"""narayan""","Raj Narayan Dhar Road, Lalbag, Dhaka - 1211, Bangladesh","23.7161301","90.3837541"
"""6 road 4 nikunja 2""","Road 4, Khilkhet, Dhaka - 1229, Bangladesh","23.8296776","90.4176548"
"""fuller rd""","Fuller Road, Shahbag, Dhaka - 1211, Bangladesh","23.7308154","90.3918735"
"""mirpur rd lalmatia""","Mirpur Road, Lalmatia, Dhaka - 1207, Bangladesh","23.7689024","90.3690076"
"""bashudnahra r/a""","Bangladesh","24.0","90.0"
"""office address: uttara house building number 6 sector 8 road uttara dhaka""","Dhaka Division, Bangladesh","24.16667","90.41667"
"""joydebpur rd 1702""","Al-Madina Birani House, Bashbari Lane, Chowrasta - Joydebpur Rd, Dhaka, Nawab Yusuf Road, Tanti bazar, Dhaka - 1100, Bangladesh","23.7142135","90.4069501"
"""betan nagar abashik""","Bangladesh","24.0","90.0"
"""alibaba sweets mirpur cantonment""","Bangladesh","24.0","90.0"
"""aalok mother and child care center""","Bangladesh","24.0","90.0"
"""golden pizza""","Bangladesh","24.0","90.0"
"""jartrabari""","Bangladesh","24.0","90.0"
"""merud badda""","Bādua, Dhaka Division, Bangladesh","24.34671","90.00523"
"""sakshinkhan""","Bangladesh","24.0","90.0"
"""parboti nagar""","Nagar Chāchkia, Rājshāhi Division, Bangladesh","24.09326","89.34041"
"""gabtoli high way""","Bangladesh","24.0","90.0"
"""manik nagar""","Manik Nagar Market মানিক নগর বাজার, Faridpur-Bhanga Highway, Faridpur District, -, Bangladesh","23.5108898","89.8791179"
"""rd 6""","Rd 6, Matuail, Dhaka - 1361, Bangladesh","23.6979574","90.4774413"
"""paschim nandipa""","Bangladesh","24.0","90.0"
"""baitul aman chairman jame masjid""","Bangladesh","24.0","90.0"
"""tasty treat lalmatia""","Tasty Treat, Y/14/C Tajmahal Road, Mohammadpur, Dhaka - 1207, Bangladesh","23.7629809","90.3612815"
"""west  dhanmondi""","West Dhanmondi, Dhaka, Dhaka District, Bangladesh","23.745763","90.3696861"
"""kuril vatara""","Bangladesh","24.0","90.0"
"""tanjila telecom & varieties store""","Tanjila Telecom(তানজিলা টেলিকম), 442 Road No. 3, Mirpur 11, Dhaka - 1216, Bangladesh","23.8221153","90.370895"
"""kamlapur""","Kamalapur, Dhaka, Dhaka District, Bangladesh","23.7286123","90.4279481"
"""mohamamdpur""","Bangladesh","24.0","90.0"
"""bti providential industrial area tejgaon""","Tejgaon, Bangladesh","23.76296","90.38971"
"""south""","Bangladesh Air Force HQ Complex, Kafrul, Dhaka, Dhaka District, Bangladesh","23.781523","90.3881822"
"""mohakhali  dohs""","Mohakhali, Dhaka, Dhaka District, Bangladesh","23.7807594","90.3952941"
"""west kafrul purba kazipara""","Bangladesh Space Research and Remote Sensing Organization (SPARRSO), Begum Rokeya Sharani, Kazipara, Dhaka - 1103, Bangladesh","23.7810493","90.3786973"
"""chowk bazar""","Chowk Bazar, Aruail-Chatalpar Rd, Brahmanbaria District, -, Bangladesh","24.2089477","91.0878484"
"""konabari""","Gazipur District, Konabari - 1751, Bangladesh","24.0120416","90.3166405"
"""shahjalal""","Shahjalal (R) Hospital শাহজালাল (রাঃ) হাসপাতালের, Dhaka-Narayanganj Link Road, Bhuigar, Narayanganj - 1421, Bangladesh","23.6288834","90.4973026"
"""baitul aman  chairman bari jame  masjid""","Bangladesh","24.0","90.0"
"""mirpur .""","Mirpur, Kushtia District, Bangladesh","23.9363038","88.997764"
"""kochukhet""","Kafrul, Dhaka - 1103, Bangladesh","23.7938753","90.3897116"
"""paribagh m shahbagh""","Bangladesh","24.0","90.0"
"""hazi camp""","Hazi Camp Road, Dokkhin Khan, - 1230, Bangladesh","23.8513508","90.4197127"
"""fakirapool  siddikbazar""","Bangladesh","24.0","90.0"
"""laz pharma uttara 1 branch""","Bangladesh","24.0","90.0"
"""lalmatia 1207""","Lalmatia, Dhaka - 1207, Bangladesh","23.7567008","90.3691554"
"""department of disaster management""","Bangladesh","24.0","90.0"
"""svaar""","Bangladesh","24.0","90.0"
"""banani branch""","South Point School and College, English medium, Banani Branch, Road No 2, Gulshan, Dhaka - 1212, Bangladesh","23.781893","90.3994316"
"""bash bari road mohammadpur""","Bash Bari road, Mohammadpur, Dhaka - 1207, Bangladesh","23.7594633","90.3596257"
"""dakkhin banasree""","Islami Bank Bangladesh Limited, Bashabo Branch, Bashabo-Madartek Road, Bashabo, Dhaka - 1214, Bangladesh","23.7403862","90.4326774"
""". rainkhola mirpour 1""","Bangladesh","24.0","90.0"
"""college rd""","college Rd, Chattogram District, Rangunia -, Bangladesh","22.4591476","92.0698573"
"""road no 41 gulshan 2""","2 Road 27, Gulshan, Dhaka - 1213, Bangladesh","23.7956142","90.4081864"
"""west  panthapath""","Rajabazar, Dhaka - 1215, Bangladesh","23.7525464","90.3833456"
"""manco tower""","Bangladesh","24.0","90.0"
"""tolarbagh mirpur 1""","Mirpur, Bangladesh","23.805","90.366"
"""dokkhin  pirerbagh""","Bangladesh","24.0","90.0"
"""tolarbag mirpur 1""","Bangladesh Kidney Foundation Hospital and Research Institute, Mirpur 10 Road, Borobagh, Dhaka - 1216, Bangladesh","23.8025848","90.3602833"
"""dine & gossip""","United Kingdom","54.7023545","-3.2765753"
"""lalmatia mohammadpur""","Bangladesh University, 15/1 Iqbal Road, Mohammadpur, Dhaka - 1207, Bangladesh","23.7616428","90.3674589"
"""uttara sector 12 branch""","Bangladesh","24.0","90.0"
"""mokka market lalmohan shah st luxmibazar""","Bangladesh","24.0","90.0"
"""mirpur n""","Mirpur, Kushtia District, Bangladesh","23.9363038","88.997764"
"""senpara parbata""","Senpara Parbata, Kazipara, Dhaka - 1216, Bangladesh","23.8041025","90.3752684"
"""dhaka mymensing highway""","Bangladesh","24.0","90.0"
"""rab forces headquarter uttara""","Uttara, Bangladesh","23.8667","90.4"
"""kalshi""","Mirpur, Dhaka - 1206, Bangladesh","23.8214626","90.3772486"
"""dhaka mymensingh highway kurmitola""","Bangladesh","24.0","90.0"
"""madani avenue 100 feet road""","Madani Avenue, Beraid, Dhaka - 0000, Bangladesh","23.8028854","90.4708529"
"""soutyh banasree project""","Bangladesh","24.0","90.0"
"""basindhara r/a""","Bangladesh","24.0","90.0"
"""buet""","Dept. of Architecture Building, BUET Zahir Raihan Sharani Road, Azimpur, Dhaka - 1000, Bangladesh","23.7275171","90.3910421"
"""hazrat shahjalal international airportb""","Bangladesh","24.0","90.0"
"""saegunbagicha""","Bangladesh","24.0","90.0"
"""kamlaapur""","Bangladesh","24.0","90.0"
"""agargaon mirpur-1""","SOS Childrens Villages Bangladesh, Non-governmental organization, Mirpur Road, Kallyanpur, Dhaka - 1207, Bangladesh","23.7740692","90.3669193"
"""gopibag jatrabari""","Bangladesh Water Development Board Primary School, South Jatrabari, Dhaka, Dhaka-Mawa Expressway, Dholairpar, Dhaka - 1232, Bangladesh","23.7073436","90.4356945"
"""national institute of cardiovascular dieases(nicvd)""","Bangladesh","24.0","90.0"
"""kamal atatruk ave""","Bangladesh","24.0","90.0"
"""fakira pool""","Bangladesh","24.0","90.0"
"""gulshan -2""","Gulshan, Dhaka - 1212, Bangladesh","23.7947191","90.4136986"
"""high court area shahbagh""","Bangladesh","24.0","90.0"
"""agargaon n mirpur""","SOS Childrens Villages Bangladesh, Non-governmental organization, Mirpur Road, Kallyanpur, Dhaka - 1207, Bangladesh","23.7740692","90.3669193"
"""block g banani""","Bangladesh","24.0","90.0"
"""borobagh mirpur 2""","Bangladesh University of Business and Technology, 9 Rupnagar Road, Borobagh, Dhaka - 1216, Bangladesh","23.8119187","90.3571516"
"""rina sultana kibria""","Bangladesh","24.0","90.0"
"""41 house 47 gulshan 2 amari hotel dhaka 1212""","Dhaka Division, Bangladesh","24.16667","90.41667"
"""kaliakoir aminbazar link road""","Kaliakoir aminbazar link road, Dhaka District, Akran - 1340, Bangladesh","23.8465848","90.2994197"
"""shikder medical college""","Bangladesh","24.0","90.0"
"""road 8 ( east ) dohs baridhara""","Baridhara, Bangladesh","23.80254","90.42117"
"""shyamoli rd agargaon""","SOS Childrens Villages Bangladesh, Non-governmental organization, Mirpur Road, Kallyanpur, Dhaka - 1207, Bangladesh","23.7740692","90.3669193"
"""300 feet""","Purbachal 300 Feet Road, Narayanganj District, Kanchon - 1461, Bangladesh","23.8342036","90.5322973"
"""mirpur 12 block c rood 9 house 3""","Bangladesh","24.0","90.0"
"""malibagh shahi masjid malibagh""","Bangladesh","24.0","90.0"
"""beside haji biriyani  bashundhara  main agte""","Bangladesh","24.0","90.0"
"""komlapur railway station""","Bangladesh","24.0","90.0"
"""north  shyamoli""","Kallyanpur, Dhaka - 1916, Bangladesh","23.7784144","90.3654452"
"""block g  bashundhara r/a""","Bangladesh","24.0","90.0"
"""gandarias""","Bangladesh","24.0","90.0"
"""navana silber dale 33/34 north basabo""","Bangladesh","24.0","90.0"
"""caab colony""","Dokkhin Khan, Dhaka - 1230, Bangladesh","23.8453284","90.4167101"
"""manikganj govt high schools field""","Bangladesh","24.0","90.0"
"""boro beraid""","Bangladesh","24.0","90.0"
"""dakhin paikpara""","Pāikpāra, Chittagong, Bangladesh","22.28455","91.9809"
"""sector 13 road 03 house 07""","Bangladesh","24.0","90.0"
"""shahid sharani dhaka cantonment""","Dhaka Cantonment, Bangladesh","23.82444","90.40556"
"""shah alibag""","Arunima Apartment, 36/7/B, Shah Alibag Shah Ali Bagh Road, Shah Ali Bagh, Dhaka - 1216, Bangladesh","23.7961434","90.3598104"
"""house 75 road 11 sector 13 uttara dhaka bangladesh asia earth""","Āsia, Chittagong, Bangladesh","22.26652","91.94482"
"""padma nilima 329/1 senpara parbata""","Senpāra Parbata, Bangladesh","23.80503","90.36883"
"""uttara club""","Uttara Club, Road 9 Sector 1, Dhaka District, - 1230, Bangladesh","23.8579431","90.4001332"
"""dakkhin badda gulshan""","Gulshan, Dhaka - 1212, Bangladesh","23.7751646","90.4225629"
"""caab colony dakshinkhan""","Bangladesh","24.0","90.0"
"""dr. rumi's dental""","Bangladesh","24.0","90.0"
"""mirour 2""","Bangladesh","24.0","90.0"
"""saection 2""","Bangladesh","24.0","90.0"
"""mohammafdpur""","Bangladesh","24.0","90.0"
"""tenari mor""","Bangladesh","24.0","90.0"
"""apschim monipur""","Manipur, Bangladesh","23.47172","91.0612"
"""kallyan""","Sena Kallyan Club, ক্যান্টনমেন্ট - বরুড়া সড়ক, Comilla Cantonment, অলিপুর - 3501, Bangladesh","23.4594953","91.1140448"
"""dhaka airport railway station dhaka mymensingh highway""","Bangladesh","24.0","90.0"
"""house 10 road 138 gulshan 1""","House 11, Road 62, Gulshan 2, Dhaka, Bangladesh, House 11 Road 62, Gulshan, Dhaka - 1212, Bangladesh","23.8006904","90.4110444"
"""banani model town""","Banani Model Town, Bangladesh","23.79142","90.40491"
"""one furnioture fakirapool rd""","Bangladesh","24.0","90.0"
"""ba""","Bangladesh Water Developement Board, Barisal, Barisal Sadar Subdistrict, Bangladesh","22.6841244","90.365808"
"""chamelibag rajarbag""","Stamford University Bangladesh, 51 Siddeshwari Road, Shiddheswari, Dhaka - 1217, Bangladesh","23.7444824","90.4083602"
"""narinda wari""","Teletalk Bangladesh Limited, Phoenix Road, Gulistan, Dhaka - 1000, Bangladesh","23.7246577","90.4102205"
"""munshiganj 1500""","Munshiganj, Munshiganj Sadar Upazila, Bangladesh","23.5483797","90.5349722"
"""gelatissimo""","gelatissimo, Road 12, Gulshan, Dhaka - 1213, Bangladesh","23.7905678","90.4081545"
"""cp five ( himu foods)""","Bangladesh","24.0","90.0"
"""armpura""","Bangladesh","24.0","90.0"
"""nee baily rd""","Bangladesh","24.0","90.0"
"""shantibagh malibagh""","SB Bangladesh, Malibagh, Dhaka, Dhaka District, Bangladesh","23.7434059","90.4139739"
"""rajarbagh malobagh""","Bangladesh","24.0","90.0"
"""residential ( slum) moghbazar""","Moghbazar, Bangladesh","23.65","90.58"
