,id,original_address,cleaned_address,matched_variation,latitude,longitude,provider
1357,10385,"27/21 KM DAS LANE,TIKATULI,4TH FLOOR","27/21 KM DAS LANE,TIKATULI,4TH FLOOR",TIKATULI 4TH FLOOR,23.7089413,90.4099017,Nominatim
1358,10386,"ND OVERSEAS, BLOCK J , BARIDHARA","ND OVERSEAS, BLOCK J , BARIDHARA",BLOCK J BARIDHARA,23.7997242,90.424030775,Nominatim
1359,10387,"RELUXE HAIR CUT,PIRERBAG,MIRPUR","RELUXE HAIR CUT,PIRERBAG,MIRPUR",PIRERBAG MIRPUR,23.7989976,90.35253199522576,Nominatim
1360,10388,"arong zoo rd , block d , mirpur 2","arong zoo rd , block d , mirpur 2",rd block d mirpur 2,23.8020146,90.3555966,Nominatim
1361,10389,"jui garden , azimpur lalbagh","jui garden , azimpur lalbagh",azimpur lalbagh,23.718842950000003,90.38815279077748,Nominatim
1362,10390,"CRIMSON CUP COFFEE , RD 27 , DHANMONDI","CRIMSON CUP COFFEE , RD 27 , DHANMONDI",RD 27 DHANMONDI,23.7560325,90.3757211,Nominatim
1363,10391,"BRB HOSPITALS LIMITED , RAJARBAZAR, PANTHAPATH","BRB HOSPITALS LIMITED , RAJARBAZAR, PANTHAPATH",PANTHAPATH,23.7499345,90.3923405,Nominatim
1364,10392,"VAI VAI BIRIYANI HOUSE H /D/D1, GONOKTULI LN , GONOKTULI , HAZARIBAGH","VAI VAI BIRIYANI HOUSE H /D/D1, GONOKTULI LN , GONOKTULI , HAZARIBAGH",GONOKTULI LN GONOKTULI HAZARIBAGH,23.72460166514324,90.37584012387464,Nominatim
1365,10393,"eastern mafijbag , h 106 , central rd , dhanmondi","eastern mafijbag , h 106 , central rd , dhanmondi",106 central rd dhanmondi,23.7419319,90.385835,Nominatim
1366,10394,"SHOHAGH PARIBAHAN , ABDULLAHPUR COUNTER , SECTOR 9 , UTTARA","SHOHAGH PARIBAHAN , ABDULLAHPUR COUNTER , SECTOR 9 , UTTARA",COUNTER SECTOR 9 UTTARA,23.8790661,90.4011841,Nominatim
1367,10395,"the green lounge , rupayan trade center , banglamotor","the green lounge , rupayan trade center , banglamotor",banglamotor,23.7456203,90.3946328,Nominatim
1368,10396,"CRIEP, GULSHAN 1 , GULSHAN","CRIEP, GULSHAN 1 , GULSHAN",GULSHAN 1 GULSHAN,23.780553,90.4169,Nominatim
1369,10397,"AL-MADINA STORE , BLOCK E , MIRPUR 1","AL-MADINA STORE , BLOCK E , MIRPUR 1",BLOCK E MIRPUR 1,23.78966535,90.3493251,Nominatim
1371,10399,"BAITUL HADI JAME MASJID,HAZI MARAN ALI RD,EAST NAKHALPARA","BAITUL HADI JAME MASJID,HAZI MARAN ALI RD,EAST NAKHALPARA",RD EAST NAKHALPARA,23.770609624676624,90.3981904674602,Nominatim
1372,10400,"DIGINET,UNICORN PLAZA,40/2 MADANI AVE,GULSHAN 2,GULSHAN","DIGINET,UNICORN PLAZA,40/2 MADANI AVE,GULSHAN 2,GULSHAN",40/2 MADANI AVE GULSHAN 2 GULSHAN,23.79564680433265,90.41698757373412,Nominatim
1374,10402,"H 23 / 9, MUNSHI BARI RD , JIGATALA","H 23 / 9, MUNSHI BARI RD , JIGATALA",BARI RD JIGATALA,23.7251087,90.3820099,Nominatim
1375,10403,"SHAHID SHAHBUDDIN RD , AGARGAON","SHAHID SHAHBUDDIN RD , AGARGAON",RD AGARGAON,23.767169059521063,90.38320680076768,Nominatim
1376,10404,"ILMA GRAMMER SCHOOL , RUPONAGAR RESIDENTIAL AREA  MIRPUR","ILMA GRAMMER SCHOOL , RUPONAGAR RESIDENTIAL AREA  MIRPUR",RESIDENTIAL AREA MIRPUR,23.8107214,90.36422614972622,Nominatim
1377,10405,"AMERICAN INTERNATIONAL UNIVERSITY BANGLADESH , 408/1, ( OLD KA 66/1) , KURATOLI ROAD , KURIL , DHAKA 1229","AMERICAN INTERNATIONAL UNIVERSITY BANGLADESH , 408/1, ( OLD KA 66/1) , KURATOLI ROAD , KURIL , DHAKA 1229",ROAD KURIL DHAKA 1229,23.8207235,90.417603,Nominatim
1378,10406,"IRRI , H 103, RD 1,BANANI","IRRI , H 103, RD 1,BANANI",H 103 RD 1 BANANI,23.79803716071512,90.4046247803694,Nominatim
1379,10407,"KHODEJA MANZIL,H 899,SHANTIBAGH,SHAHIDBAG RD,MALIBAGH","KHODEJA MANZIL,H 899,SHANTIBAGH,SHAHIDBAG RD,MALIBAGH",RD MALIBAGH,23.74546129854901,90.41497669656192,Nominatim
1383,10411,"RM CENTER 101, GULSHAN AVENUE , GULSHAN 2","RM CENTER 101, GULSHAN AVENUE , GULSHAN 2",101 GULSHAN AVENUE GULSHAN 2,23.7937922,90.41546858472827,Nominatim
1384,10412,"MAMA STORE,61/1,AHMED NAGAR JONAKI ROAD,SENPARA PARBATA,PASCHIM MONIPUR","MAMA STORE,61/1,AHMED NAGAR JONAKI ROAD,SENPARA PARBATA,PASCHIM MONIPUR",MONIPUR,23.8007553,90.366653,Nominatim
1385,10413,"HOUSE 7 , ROAD 1 , SECTOR 7 , UTTARA","HOUSE 7 , ROAD 1 , SECTOR 7 , UTTARA","HOUSE 7 , ROAD 1 , SECTOR 7 , UTTARA",23.86453297882134,90.39139385038403,Nominatim
1387,10415,"FULBON RESTORA , 328/1, SALIM UDDIN MARKET ROAD , SENPARA PARBATA, AHMED NAGAR","FULBON RESTORA , 328/1, SALIM UDDIN MARKET ROAD , SENPARA PARBATA, AHMED NAGAR",SENPARA PARBATA AHMED NAGAR,23.80515430502765,90.37101237960734,Nominatim
1388,10416,"DALAS DIGITAL PHOTO STUDIO , TOYENBEE CIRCULAR RD , ARAMBAG","DALAS DIGITAL PHOTO STUDIO , TOYENBEE CIRCULAR RD , ARAMBAG",CIRCULAR RD ARAMBAG,23.73161224580738,90.42093355934492,Nominatim
1390,10418,"F RAHMAN VILLA,KHANPUR BOU BAZAR","F RAHMAN VILLA,KHANPUR BOU BAZAR",BOU BAZAR,23.79570255,90.375587525565,Nominatim
1391,10419,"FOKIRAPUL FIVE STAR HOTEL,H 22/24,MUKTIJODDHA ABDUL SALAM RD,FAKIRAPOOL","FOKIRAPUL FIVE STAR HOTEL,H 22/24,MUKTIJODDHA ABDUL SALAM RD,FAKIRAPOOL",SALAM RD FAKIRAPOOL,23.730468,90.4107185,Nominatim
1395,10423,"RELIANCE GENERAL & RENAL HOSPITAL , GREEN ROAD , KATHALBAGAN","RELIANCE GENERAL & RENAL HOSPITAL , GREEN ROAD , KATHALBAGAN",RELIANCE GENERAL & RENAL HOSPITAL GREEN ROAD KATHALBAGAN,23.7458217,90.3863444,Nominatim
1396,10424,"52/7/2, BABUBAZAR GOLI , DHANMONDI","52/7/2, BABUBAZAR GOLI , DHANMONDI",GOLI DHANMONDI,23.75066399794629,90.3795530339655,Nominatim
1397,10425,"FATEMA BAGH , 168, EAST RAJARBAZAR , PASCHIM , NAKHALPARA , LALMATIA","FATEMA BAGH , 168, EAST RAJARBAZAR , PASCHIM , NAKHALPARA , LALMATIA",PASCHIM NAKHALPARA LALMATIA,23.755033750000003,90.38138825,Nominatim
1399,10427,"BRAC POLLU 2,AZAMPUR UTTARA DHAKA.DEWANPARA","BRAC POLLU 2,AZAMPUR UTTARA DHAKA.DEWANPARA",UTTARA DHAKA.DEWANPARA,23.8705531,90.4018142,Nominatim
1400,10428,"MULTIPLAN CENTER , NEW ELEPHANT ROAD , DHANMONDI","MULTIPLAN CENTER , NEW ELEPHANT ROAD , DHANMONDI","MULTIPLAN CENTER , NEW ELEPHANT ROAD , DHANMONDI, Dhaka, Bangladesh",23.7388163,90.38545,Nominatim
1403,10431,"PLATFORM NO 1 , OUTER CIRCULAR ROAD, MOGBAZAR","PLATFORM NO 1 , OUTER CIRCULAR ROAD, MOGBAZAR","PLATFORM NO 1 , OUTER CIRCULAR ROAD, MOGBAZAR, Dhaka, Bangladesh",23.734627600000003,90.42593305642409,Nominatim
1404,10432,"SUMAIYA ENTERPRISE, CHOWDHURY PARA, MALIBAGH","SUMAIYA ENTERPRISE, CHOWDHURY PARA, MALIBAGH",MALIBAGH,23.7464464,90.4159433,Nominatim
1405,10433,"H 33, RD 1, BLOCK E, BANASREE","H 33, RD 1, BLOCK E, BANASREE",RD 1 BLOCK E BANASREE,23.76135935,90.4351191404092,Nominatim
1406,10434,"SYRD MANZIL , BLOCK C , MIRPUR 11","SYRD MANZIL , BLOCK C , MIRPUR 11",BLOCK C MIRPUR 11,23.82210785,90.3803707,Nominatim
1407,10435,"PINKY AUTO DRYCLEANERS,LAUNDRY AND LADIES TAILORS,BLOCK E,NIKETON","PINKY AUTO DRYCLEANERS,LAUNDRY AND LADIES TAILORS,BLOCK E,NIKETON",E NIKETON,23.75735175,90.4120889,Nominatim
1409,10437,"BANANI RD 11 CHECK POST , RD 11 BANANI","BANANI RD 11 CHECK POST , RD 11 BANANI",RD 11 BANANI,23.79066474752556,90.4059399566442,Nominatim
1410,10438,"BHAI BON RESTAURANT , H 56 , INDIRA RD , FARMGATE","BHAI BON RESTAURANT , H 56 , INDIRA RD , FARMGATE",H 56 INDIRA RD FARMGATE,23.758205959988747,90.38884026330165,Nominatim
1411,10439,"RD 6 , DHANMONDI","RD 6 , DHANMONDI","RD 6 , DHANMONDI, Dhaka, Bangladesh",23.7354166,90.3843991,Nominatim
1412,10440,"BANANI HOUSE ,26, ROAD 17/A , BANANI","BANANI HOUSE ,26, ROAD 17/A , BANANI",HOUSE 26 ROAD 17/A BANANI,23.792548917057186,90.40737404846148,Nominatim
1414,10442,"MOHAMMADIA R/A MAIN RD , PROMINENT HOUSING , MOHAMMADPUR","MOHAMMADIA R/A MAIN RD , PROMINENT HOUSING , MOHAMMADPUR",HOUSING MOHAMMADPUR,23.7569042,90.36356556517757,Nominatim
1415,10443,"BANGLADESH EYE HOSPITAL , MIRPUR , BLOCK D , MIRPUR 2","BANGLADESH EYE HOSPITAL , MIRPUR , BLOCK D , MIRPUR 2",MIRPUR BLOCK D MIRPUR 2,23.8040317,90.3576432,Nominatim
1416,10444,"BURGEROGRAPHY , BLOCK A , BASHUNDHARA R/A","BURGEROGRAPHY , BLOCK A , BASHUNDHARA R/A",BLOCK A BASHUNDHARA R/A,23.8166725,90.42942658076268,Nominatim
1417,10445,"H 30,RD 8,JANATA HOUSING,MOHAMMADPUR","H 30,RD 8,JANATA HOUSING,MOHAMMADPUR",JANATA HOUSING MOHAMMADPUR,23.796305,90.3653163,Nominatim
1418,10446,"GOLLACHUT STUDIOS,IQBAL ROAD,MOHAMMADPUR","GOLLACHUT STUDIOS,IQBAL ROAD,MOHAMMADPUR",IQBAL ROAD MOHAMMADPUR,23.762040432373063,90.37025815651378,Nominatim
1419,10447,"DUTCH BANGLA BANK LTD , KABI  FARUK SARANI , NIKUNJA 2","DUTCH BANGLA BANK LTD , KABI  FARUK SARANI , NIKUNJA 2",KABI FARUK SARANI NIKUNJA 2,23.83601115,90.4181858,Nominatim
1420,10448,"FATEMA ANGAN PARADISO , HOUSE 168, EAST RAZABAZAR ROAD , FARMGATE , TEJGAON","FATEMA ANGAN PARADISO , HOUSE 168, EAST RAZABAZAR ROAD , FARMGATE , TEJGAON",ROAD FARMGATE TEJGAON,23.7625648,90.3942954,Nominatim
1421,10449,"JAMUNA BANK , PANTHAPATH","JAMUNA BANK , PANTHAPATH","JAMUNA BANK , PANTHAPATH, Dhaka, Bangladesh",23.743415,90.3822662,Nominatim
1423,10451,"ZAMAN LODGE , H 41/9/A , RD 1, MOHAMMADPUR","ZAMAN LODGE , H 41/9/A , RD 1, MOHAMMADPUR",RD 1 MOHAMMADPUR,23.7736406,90.3608853,Nominatim
1424,10452,tea leaf juice bar sector 4 uttara,tea leaf juice bar sector 4 uttara,sector 4 uttara,23.8641998,90.4028027,Nominatim
1425,10453,"MEENA BAZAR-UTTARA 14 , SECTOR 14","MEENA BAZAR-UTTARA 14 , SECTOR 14","MEENA BAZAR-UTTARA 14 , SECTOR 14, Dhaka, Bangladesh",23.8691812,90.3863738,Nominatim
1426,10454,"H 5 , RD 14 , SOUTH BANASREE PROJECT , RAMPURA","H 5 , RD 14 , SOUTH BANASREE PROJECT , RAMPURA",PROJECT RAMPURA,23.7659671,90.4131499,Nominatim
1428,10456,"CUTE FURNITURE , MALIBAGH RAIL GATE , MALIBAGH","CUTE FURNITURE , MALIBAGH RAIL GATE , MALIBAGH",MALIBAGH RAIL GATE MALIBAGH,23.7499107,90.4132552,Nominatim
1431,10459,"TAJ HARICANE FACTORY RD , KAMRANGIRCHAR","TAJ HARICANE FACTORY RD , KAMRANGIRCHAR",RD KAMRANGIRCHAR,23.7145473,90.3813578,Nominatim
1432,10460,"BHAGYAKUL KACCHI GHOR,GULSSHAN 2,GULSHAN","BHAGYAKUL KACCHI GHOR,GULSSHAN 2,GULSHAN",2 GULSHAN,23.7962493,90.4176239,Nominatim
1433,10461,"VATARA RD,NOTUN BAZAR,GULSHAN","VATARA RD,NOTUN BAZAR,GULSHAN",NOTUN BAZAR GULSHAN,23.7974455,90.4235114,Nominatim
1434,10462,"ZABER & ZUBAIR FABRICS LIMITED,GULSHAN 2,GULSHAN","ZABER & ZUBAIR FABRICS LIMITED,GULSHAN 2,GULSHAN",LIMITED GULSHAN 2 GULSHAN,23.7954891,90.4136716,Nominatim
1435,10463,"BTI ASTORIA,HOUSE 31,ROAD 20","BTI ASTORIA,HOUSE 31,ROAD 20",HOUSE 31 ROAD 20,23.7970998,90.4076666,Nominatim
1436,10464,"BISHWO SHAHITTO KENDRO , BISHWO SHAHITTO KENDRO LN PARIBAGH ,RAMNA","BISHWO SHAHITTO KENDRO , BISHWO SHAHITTO KENDRO LN PARIBAGH ,RAMNA",PARIBAGH RAMNA,23.74262421760049,90.3941843249907,Nominatim
1437,10465,"LALMATIA MOHILA COLLEGE,ZAKIR HOSSAIN ROAD,LALMATIA","LALMATIA MOHILA COLLEGE,ZAKIR HOSSAIN ROAD,LALMATIA",COLLEGE ZAKIR HOSSAIN ROAD LALMATIA,23.7555875,90.3681487,Nominatim
1438,10466,"EMBASSY OF THE REPUBLIC OF KOREA MADANI AVENUE,BLOCK K,BARIDHARA","EMBASSY OF THE REPUBLIC OF KOREA MADANI AVENUE,BLOCK K,BARIDHARA",K BARIDHARA,23.8033575,90.4202620749678,Nominatim
1441,10469,"HOUSE 30, ROAD 5 , SECTOR 3 , UTTARA","HOUSE 30, ROAD 5 , SECTOR 3 , UTTARA","HOUSE 30, ROAD 5 , SECTOR 3 , UTTARA, Dhaka, Bangladesh",23.86382834662967,90.39743719879772,Nominatim
1442,10470,"24 & 16/B/1 , UNDER CONSTRUCTION , MUKTI HOUSING , KALLAYANPUR","24 & 16/B/1 , UNDER CONSTRUCTION , MUKTI HOUSING , KALLAYANPUR",HOUSING KALLAYANPUR,23.77256265,90.3447414,Nominatim
1443,10471,"MIRPUR 10 , CIRCLE , MIRPUR 10","MIRPUR 10 , CIRCLE , MIRPUR 10",MIRPUR 10 CIRCLE MIRPUR 10,23.8072313,90.3689438,Nominatim
1444,10472,"BRIDGE ROSEN JINNAH , HOUSE 816, ROAD 12 , BLOCK I , BASHUNDHARA R/A","BRIDGE ROSEN JINNAH , HOUSE 816, ROAD 12 , BLOCK I , BASHUNDHARA R/A",BLOCK I BASHUNDHARA R/A,23.8166725,90.42942658076268,Nominatim
1445,10473,"HAZRAT SHAHJALAL INTERNATIONAL AIRPORT , TERMINAL 1, AIRPORT ROAD , NEW AIRPORT RPAD , KURMITOLA, SECTOR 2","HAZRAT SHAHJALAL INTERNATIONAL AIRPORT , TERMINAL 1, AIRPORT ROAD , NEW AIRPORT RPAD , KURMITOLA, SECTOR 2",KURMITOLA SECTOR 2,23.8251851,90.4057949,Nominatim
1446,10474,"RUPAYAN LOTUS , 13 SEGUN BAGICHA ROAD , DHAKA -1000","RUPAYAN LOTUS , 13 SEGUN BAGICHA ROAD , DHAKA -1000",SEGUN BAGICHA ROAD DHAKA 1000,23.73477825,90.40678444930948,Nominatim
1448,10476,"GULSHAN CLUB LIMITED , ROAD 50 , GULSHAN 2, DHAKA","GULSHAN CLUB LIMITED , ROAD 50 , GULSHAN 2, DHAKA",ROAD 50 GULSHAN 2 DHAKA,23.7981019,90.41048262549378,Nominatim
1450,10478,"CHAYANIR ACCOMMODITION , SOUTH BADDA","CHAYANIR ACCOMMODITION , SOUTH BADDA",SOUTH BADDA,23.7751646,90.4225629,Nominatim
1451,10479,"CYNTHIA , SECTOR 13 , UTTARA","CYNTHIA , SECTOR 13 , UTTARA",SECTOR 13 UTTARA,23.8713405,90.3875569,Nominatim
1453,10481,"NAGAR DAISY GARDEN,ADABAR,MOHAMMADPUR","NAGAR DAISY GARDEN,ADABAR,MOHAMMADPUR",ADABAR MOHAMMADPUR,23.7711654,90.3593643,Nominatim
1454,10482,"DAFFODIL (NAVANA GARDEN),5/3 RAJA SARAK,ABDUL RAFIQ HOUSING,KALLYANPUR","DAFFODIL (NAVANA GARDEN),5/3 RAJA SARAK,ABDUL RAFIQ HOUSING,KALLYANPUR",ABDUL RAFIQ HOUSING KALLYANPUR,23.768279,90.3517225,Nominatim
1455,10483,"HOUSE 65,ROAD 11,SECTOR 13,UTTARA","HOUSE 65,ROAD 11,SECTOR 13,UTTARA",65 ROAD 11 SECTOR 13 UTTARA,23.86567455955751,90.39835963400763,Nominatim
1456,10484,"GATE 11,BLOCK F,LALMATIA","GATE 11,BLOCK F,LALMATIA",11 BLOCK F LALMATIA,23.7687088,90.36279265271872,Nominatim
1457,10485,"TEA STALL,394,OLD ELEPHANT ROAD,WIRELESS,MOGBAZAR","TEA STALL,394,OLD ELEPHANT ROAD,WIRELESS,MOGBAZAR","TEA STALL,394,OLD ELEPHANT ROAD,WIRELESS,MOGBAZAR, Dhaka, Bangladesh",23.7573419,90.4115396,Nominatim
1458,10486,"RD W4, BLOCK D, PALLABI","RD W4, BLOCK D, PALLABI",BLOCK D PALLABI,23.8173287,90.3808264,Nominatim
1459,10487,"SHEIKH HAZI MIYAR BARI , 297 , EAST KAZI PARA , WEST KAFRUL , PURBA KAZIPARA","SHEIKH HAZI MIYAR BARI , 297 , EAST KAZI PARA , WEST KAFRUL , PURBA KAZIPARA",PARA WEST KAFRUL PURBA KAZIPARA,23.7992408,90.3719878,Nominatim
1460,10488,"BEST PHYSIOTHERAPY,ADARSHA NAGAR,BADDA","BEST PHYSIOTHERAPY,ADARSHA NAGAR,BADDA",ADARSHA NAGAR BADDA,23.7712948,90.4315889,Nominatim
1461,10489,"HOUSE 23, ROAD 2 , BLOCK G , BANASREE PROJECT","HOUSE 23, ROAD 2 , BLOCK G , BANASREE PROJECT",G BANASREE PROJECT,23.75206332626361,90.44106394202085,Nominatim
1462,10490,"blue moon restaurant party center , khilgaon taltola mor , khilgaon","blue moon restaurant party center , khilgaon taltola mor , khilgaon",mor khilgaon,23.74257421631856,90.41206097993232,Nominatim
1463,10491,"ROAD 4,DHANMONDI","ROAD 4,DHANMONDI","ROAD 4,DHANMONDI, Dhaka, Bangladesh",23.74024426215736,90.37342925012166,Nominatim
1465,10493,"RD 96 , GULSHAN 2","RD 96 , GULSHAN 2","RD 96 , GULSHAN 2, Dhaka, Bangladesh",23.794815551392663,90.41800520469064,Nominatim
1466,10494,"HOUSE 9,ROAD 2A,SECTOR 5,UTTARA 1000","HOUSE 9,ROAD 2A,SECTOR 5,UTTARA 1000","HOUSE 9,ROAD 2A,SECTOR 5,UTTARA 1000",23.86356215,90.3921311,Nominatim
1467,10495,"TECHNEXT LIMITED 751,ROAD 11,MIRPUR DOHS,MIRPUR 12","TECHNEXT LIMITED 751,ROAD 11,MIRPUR DOHS,MIRPUR 12",ROAD 11 MIRPUR DOHS MIRPUR 12,23.8383252938579,90.3687309900838,Nominatim
1468,10496,"PIZZA BOX,UTTARA,SECTOR 11,UTTARA","PIZZA BOX,UTTARA,SECTOR 11,UTTARA",UTTARA SECTOR 11 UTTARA,23.8712011,90.3971868,Nominatim
1469,10498,"UNITED NATIONS DEVELOPEMENT PROGRAMME,BEGUM ROKEYA SARANI,AGARGAON","UNITED NATIONS DEVELOPEMENT PROGRAMME,BEGUM ROKEYA SARANI,AGARGAON",BEGUM ROKEYA SARANI AGARGAON,23.78650874005394,90.37730625458975,Nominatim
1470,10499,"PARIS RD , MIRPUR 10","PARIS RD , MIRPUR 10","PARIS RD , MIRPUR 10, Dhaka, Bangladesh",23.813727389290616,90.37182950891088,Nominatim
1471,10500,"4CCLASSY CHINESE CONVENTION CORNER , CAPITAL TOWER SHOPPING COMPLEX , MIRPUR -1","4CCLASSY CHINESE CONVENTION CORNER , CAPITAL TOWER SHOPPING COMPLEX , MIRPUR -1",CAPITAL TOWER SHOPPING COMPLEX MIRPUR 1,23.79780105,90.3530146,Nominatim
1472,10501,"SHIKDER VILLA , 824/2, KRISHIBID ROAD , SENPARA PARBATA, PURBA KAZIPARA","SHIKDER VILLA , 824/2, KRISHIBID ROAD , SENPARA PARBATA, PURBA KAZIPARA",SENPARA PARBATA PURBA KAZIPARA,23.80515430502765,90.37101237960734,Nominatim
1473,10502,"HOUSE 323,FLAT 9/A,ROAD 10,BLOCK D, BASHUNDHARA R/A","HOUSE 323,FLAT 9/A,ROAD 10,BLOCK D, BASHUNDHARA R/A",BLOCK D BASHUNDHARA R/A,23.8166725,90.42942658076268,Nominatim
1474,10503,"GABTOLI  BUS STATION , MIRPUR ROAD , ABDUL RAFIQ HOUSING , GABTALI","GABTOLI  BUS STATION , MIRPUR ROAD , ABDUL RAFIQ HOUSING , GABTALI",HOUSING GABTALI,23.7736529,90.3499045,Nominatim
1475,10504,"76 , ROAD NO. 5  , BLOCK D, BASHUNDHARA R/A","76 , ROAD NO. 5  , BLOCK D, BASHUNDHARA R/A",ROAD NO. 5 BLOCK D BASHUNDHARA R/A,23.81086025,90.4272005,Nominatim
1478,10507,"HOUSE 228, ROAD 2 BLOCK F BASHUNDHARA R/A","HOUSE 228, ROAD 2 BLOCK F BASHUNDHARA R/A",BLOCK F BASHUNDHARA R/A,23.8166725,90.42942658076268,Nominatim
1480,10510,"SHAHJALAL INTERNATIONAL AIRPORT DOMESTIC TERMINAL , NEW AIRPORT ROAD , KURMITOLA , SECTOR 2","SHAHJALAL INTERNATIONAL AIRPORT DOMESTIC TERMINAL , NEW AIRPORT ROAD , KURMITOLA , SECTOR 2",NEW AIRPORT ROAD KURMITOLA SECTOR 2,23.83988669419721,90.41726329074338,Nominatim
1481,10511,"GREEN HERITAGE , H 29 , JANATA HOUSING RD , MOHAMMADPUR","GREEN HERITAGE , H 29 , JANATA HOUSING RD , MOHAMMADPUR",JANATA HOUSING RD MOHAMMADPUR,23.796305,90.3653163,Nominatim
1482,10512,"NEW AIRPORT BUS STOP  , DAKSHINKHAN","NEW AIRPORT BUS STOP  , DAKSHINKHAN",DAKSHINKHAN,23.8604152,90.4268187,Nominatim
1483,10513,"ORANGE & HALF CAFE,SQUARE HOSPITAL,WESR RAJABAZAR,INDIRA ROAD,PANTHAPATH","ORANGE & HALF CAFE,SQUARE HOSPITAL,WESR RAJABAZAR,INDIRA ROAD,PANTHAPATH",INDIRA ROAD PANTHAPATH,23.755933271953484,90.38316860675756,Nominatim
1485,10515,"CAFE KATHMANDU , H 581/C , SHAHID BAKI SARAK ,  TALTOLA KHILGAON","CAFE KATHMANDU , H 581/C , SHAHID BAKI SARAK ,  TALTOLA KHILGAON",TALTOLA KHILGAON,23.7515626,90.42465191158236,Nominatim
1486,10516,"15 A , ROAD 99 , BANANI , GULSHAN","15 A , ROAD 99 , BANANI , GULSHAN","15 A , ROAD 99 , BANANI , GULSHAN",23.793855220592583,90.41820078354732,Nominatim
1487,10517,"BERIBADH TIN RASTAR MOR BUS STOP , MOHAMMADPUR","BERIBADH TIN RASTAR MOR BUS STOP , MOHAMMADPUR","BERIBADH TIN RASTAR MOR BUS STOP , MOHAMMADPUR, Dhaka, Bangladesh",23.7566448,90.3562044,Nominatim
1488,10518,"EVERCARE HOSPITAL,DHAKA","EVERCARE HOSPITAL,DHAKA","EVERCARE HOSPITAL,DHAKA, Dhaka, Bangladesh",23.810247,90.43120468985693,Nominatim
1489,10519,"ANWAR KHAN MODERN MEDICAL COLLEGE,HOUSE NO 14,BLOCK B,DHANMONDI","ANWAR KHAN MODERN MEDICAL COLLEGE,HOUSE NO 14,BLOCK B,DHANMONDI",B DHANMONDI,23.73964625,90.38053815,Nominatim
1490,10520,"MILI SUPER MARKET , LALSHARAI RD , KACHUKHET , MIRPUR 14","MILI SUPER MARKET , LALSHARAI RD , KACHUKHET , MIRPUR 14",MIRPUR 14,23.7986707,90.3871115,Nominatim
1491,10521,"HOUSE 22 , ROAD 8 , BLOCK D , BONOSREE , RAMPURA , DHAKA 1219","HOUSE 22 , ROAD 8 , BLOCK D , BONOSREE , RAMPURA , DHAKA 1219",RAMPURA DHAKA 1219,23.7626126,90.4205675,Nominatim
1492,10522,"IRIS NURJAHAN 104 , KAKRAIL ROAD DOKKHIN , SHAHJAHANPUR , PALTAN","IRIS NURJAHAN 104 , KAKRAIL ROAD DOKKHIN , SHAHJAHANPUR , PALTAN",SHAHJAHANPUR PALTAN,23.733597958611217,90.41193918205182,Nominatim
1493,10523,"BANGLADESH BANK HIGH SCHOOL,STATION ROAD,ARAMBAG,KOMLAPUR","BANGLADESH BANK HIGH SCHOOL,STATION ROAD,ARAMBAG,KOMLAPUR",ROAD ARAMBAG KOMLAPUR,23.7295468,90.4262031,Nominatim
1495,10525,"TOP TEN MART LTD , BASHUNDHARA RESIDENTIAL AREA , BLOCK A","TOP TEN MART LTD , BASHUNDHARA RESIDENTIAL AREA , BLOCK A","TOP TEN MART LTD , BASHUNDHARA RESIDENTIAL AREA , BLOCK A, Dhaka, Bangladesh",23.8127414,90.4281741,Nominatim
1496,10526,"ALLIANCE ARZOO , ROAD 01 , BANANI DOHS , BANANI","ALLIANCE ARZOO , ROAD 01 , BANANI DOHS , BANANI",01 BANANI DOHS BANANI,23.794234722576057,90.4003372843106,Nominatim
1498,10528,"MITHAI BASHABO,CENTRAL BASHABO,SABUJBAG","MITHAI BASHABO,CENTRAL BASHABO,SABUJBAG",BASHABO CENTRAL BASHABO SABUJBAG,23.74117625,90.43139402793642,Nominatim
1499,10529,"SSR HOME , SECTOR 18 , UTTARA","SSR HOME , SECTOR 18 , UTTARA",SECTOR 18 UTTARA,23.8580646,90.3618794,Nominatim
1501,10531,"HOUSE 51 , ROAD 3 , SECTOR 3 , UTTARA","HOUSE 51 , ROAD 3 , SECTOR 3 , UTTARA",51 ROAD 3 SECTOR 3 UTTARA,23.861739491136916,90.39638724493264,Nominatim
1502,10532,"ROSE GARDEN , ROAD 4A , NOBODOY HOUSING , MOHAMMADPUR","ROSE GARDEN , ROAD 4A , NOBODOY HOUSING , MOHAMMADPUR",HOUSING MOHAMMADPUR,23.7569042,90.36356556517757,Nominatim
1503,10533,"BADDA KOBORSTHAN (GRAVE YARD ), BADDA","BADDA KOBORSTHAN (GRAVE YARD ), BADDA",) BADDA,23.77654245,90.44630117322488,Nominatim
1504,10535,"PALLIMA SANGSAD H 841 C , SHAHID BAKI SARAK , TALTOLA KHILGAON","PALLIMA SANGSAD H 841 C , SHAHID BAKI SARAK , TALTOLA KHILGAON",TALTOLA KHILGAON,23.7515626,90.42465191158236,Nominatim
1506,10537,"JUICY BAR , SAINIKARA CLUB , BANANI","JUICY BAR , SAINIKARA CLUB , BANANI",CLUB BANANI,23.787822650000003,90.4028768,Nominatim
