location,coordinates,latitude,longitude,grid_label
"TRIBUTE HOMES, 35, ROAD 114, GULSHAN 2, , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"MEHEDI ALI IMAM ROAD ., GULSHAN1 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"H 168, WAPDA RD , WEST RAMPURA","(23.76261, 90.42051)",23.76261,90.42051,R11C9
"CEMEX KRISHNACHURA,ADABAR,MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"ROWJATUS,SALIHATH MOHILA MADRASHA,SECTOR 11,UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"JAMILA TOWER , 93/1 INDIRA ROAD , TOLLABAG DHAAL","(24.7204, 88.52302)",24.7204,88.52302,
"HAZRAT SHAHJALAL INTERNATIONAL AIRPORT , TERMINAL 1 , AIRPORT ROAD, NEW AIRPORT ROAD , KURMITOLA , SECTOR 2","(43.99329, -107.94926)",43.99329,-107.94926,
"BALUGHAT , DHAKA , BANGLADESH","(24.60171, 90.16315)",24.60171,90.16315,
"ANWARA DEMARK , TIPU SULTAN RD , WARI","(23.71667, 90.41667)",23.71667,90.41667,R6C8
"PRIANGON SHOPPINGH CENTER,MIRPUR RD,DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"DHAKA CITY COLLEGE,H 5,RD 2,DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"STARPATH HOLDINGS LIMITED , LAKE VIEW HOUSE , HOUSE 12 , ROAD 137 , GULSHAN 1 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"10 , BADDA GIRLS SCHOOL ROAD , DAKKHIN BADDA , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"DNS GROUP , H 5 , BIR UTTAM AK KHANDAKAR RD , GULSHAN 1","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"CP FIVE STAR , H 19 , RD 14 , SECTOR 14 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"BISHNURPRIYA HOTEL,TATI BAZAR,KOTWALI","(25.74664, 89.25166)",25.74664,89.25166,
"MONER BONDHU , BLOCK B , LALMATIA","(24.43374, 88.45688)",24.43374,88.45688,
"7/1 , GIRLS SCHOOL  ROAD , DHANMONDI","(23.7505489, 90.3828733)",23.7505489,90.3828733,R10C5
"AARONG , RD 11 , BANANI","(23.7901076, 90.4107286)",23.7901076,90.4107286,R14C8
"GABTALI BUS TERMINAL,GABTALI","(23.96399, 90.65082)",23.96399,90.65082,
"21/10 , BLOCK C , TAJMAHAL ROAD , MOHAMMADPUR","(23.7646931, 90.3613414)",23.7646931,90.3613414,R11C3
"SQUARE HOSPITAL , INDIRA ROAD , RAZA BAZAR","(25.74442, 88.49186)",25.74442,88.49186,
"S POINT REGULAR SHOP , TA 203, SCHOOL RD , SOUTH BADDA","(24.34671, 90.00523)",24.34671,90.00523,
"MARIYA STORE,SARULIA,DEMRA","(23.70992, 90.45456)",23.70992,90.45456,R5C12
"RD 4 , PALLABI EXTENTION , PALLABI","(23.825, 90.37)",23.825,90.37,R18C4
"DESHSHOP,AHMED NAGAR,MIRPUR 1","(23.805, 90.366)",23.805,90.366,R16C3
"VBIM REAL ESTATE BD, SECTOR 4 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"HOUSE 11,ROAD 22,BLOCK K,BANANI,DHAKA","(24.16667, 90.41667)",24.16667,90.41667,
"REHANA MONJIL , 200/A UTTAR SHYAMOLI , PASCHUM AGARGAON , SHYAMOLI ROAD NO 2 , MUKTU HOUSING , UTTAR SHYAMOLI , PASCHIM AGAR","(53.35222, -7.20167)",53.35222,-7.20167,
"SHAH ALI BAG RD , SHAH ALI BAG , MIRPUR 1","(23.805, 90.366)",23.805,90.366,R16C3
"BAILY STAR,NEW BAILY RD","(23.7416293, 90.4100165)",23.7416293,90.4100165,R9C8
"PIZZA WALY , LAKE DRIVE ROAD , MIDDLE BADDA","(24.34671, 90.00523)",24.34671,90.00523,
"DHAKA COMMERCE COLLEGE , MIRPUR 2","(23.806746, 90.3529347)",23.806746,90.3529347,R16C2
"JABER PHARMA , 391, ROAD 6 , MOHAMMADI HOUSING SOCIETY , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"MUGHAL KABAB HOUSE,ROAD 27,DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"H 405,AFTAB UDDIN AHMED RD,BLOCK B,BASHUNDHARA R/A","(38.5, -0.5)",38.5,-0.5,
"H 71 , NAZIMUDDIN RD , NIJHUM R/A , HAZARIBAG","(23.66603, 90.44659)",23.66603,90.44659,R0C11
"17,ANANDA ROAD,UTTOR KAFRUL,PURBA KAZIPARA","(25.74623, 89.0251)",25.74623,89.0251,
"ISLAMI BANK. ITD , DANIA CLUB ROAD , JATRABARI","(24.98797, 90.90801)",24.98797,90.90801,
"H 211 , RD 4 , MOHAMMADI HOUSING SOCIETY , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"KHONDOKAR VILLA , 25 , MITALI HOUSING SOCIETY , SOUTH KAFRUL , POSHCHIM KAFRUL","(23.78822, 90.37359)",23.78822,90.37359,R14C4
"POLLI BIDYUT BUS STOP,DHAKA TANGAIL HIGHWAY,CHANDRA,1751","(24.0378147, 90.2558881)",24.0378147,90.2558881,
"SHAJAHANPUR ROAD,FAKIRAPOOL,SHAJAHANPUR","(24.76667, 89.4)",24.76667,89.4,
"DINGI RESTAURANT , RD 8/A, DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"SHAHABUDDIN PLAZA , ADABAR , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"MOMIN KHABAR HOTEL , ZOO RD, MIRPUR 2","(23.805, 90.366)",23.805,90.366,R16C3
"PREM'S COLLECTION , GULSHAN 1 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"740,AFROSA BEGUM ROAD,BASUNDHARA R/A,DHAKA","(24.16667, 90.41667)",24.16667,90.41667,
"SOBHANBAG JAME MASJID , MIRPUR RD , SOBHAN BAG , DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"NONDO SHOE MAKER , SECTOR 10 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"FARMGATE METRO RAIL STATION , DHAKA","(23.7587815, 90.3879729)",23.7587815,90.3879729,R10C6
"H 36, RD 4 , PC CULTURE HOUSING SOCIETY , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"JCX BUSINESS TOWER,8 NO ROAD,BLOCK D,BASHUNDHARA R/A","(38.5, -0.5)",38.5,-0.5,
"FATEMA FRUITS,NORTH BADDA","(24.34671, 90.00523)",24.34671,90.00523,
"NORTH END COFFEE ROASTERS LK TOWER 2 , GULSHAN 1 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"NEW MUKTI  PHARMACY,B K DAS RD,FARASHGANJ","(22.85938, 90.90589)",22.85938,90.90589,
"RAINKHOLA CIRCLE,MIRPUR 1","(23.805, 90.366)",23.805,90.366,R16C3
"ZASS GROUP , ROAD 26 , GULSHAN 1 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"HOUSE 6 , ROAD 9 , BLOCK G , BANANI , DHAKA","(24.16667, 90.41667)",24.16667,90.41667,
"THE H HOTEL,GULSHAN 2,GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"IMANI'S DREAM , SECTOR 17 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"JAYAN PHARMACY , 351/2, LANE 6 , SENPARA PARBATA , PURBA KAZIPARA","(25.74623, 89.0251)",25.74623,89.0251,
"BROTHERS FURNITURE LTD,SECTOR 4,UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"STAR FURNITURE , DHAKA TANGAIL HIGHWAY , MOUCHAK , 1751","(24.0333, 90.2833)",24.0333,90.2833,
"THE WESTIN DHAKA , GULSHAN 2, GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"BANDAR , BANDAR , NARAYANGANJ","(23.6141663, 90.5128143)",23.6141663,90.5128143,
"H 15/5, CHAMELIBAG RAJARBAG","(23.73828, 90.43947)",23.73828,90.43947,R8C11
"VA EVERYDAY, 1/16,BLOCK B,HUMAYUN ROAD,MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"GATE 5 , MONIPURIPARA , BEGUM ROKEYA SARANI , MONIPURIPARA , TEJGAON","(23.76296, 90.38971)",23.76296,90.38971,R11C6
"JATRABARI CHOURASTA MOR , JATRABARI","(24.98797, 90.90801)",24.98797,90.90801,
"SUPER KABAB & COFFEE,PARIBAGH,
SHAHBAGH","(24.9101175, 67.0464247)",24.9101175,67.0464247,
"HOUSE 17 , ROAD 65 , GULSHAN 2 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"KODOM ALI SUPER MARKET , MAWNA KALIAKAIR RD , FULBARIA 1740","(24.06077, 90.59398)",24.06077,90.59398,
AD DIN HOSPITAL RD MOGHBAZAR,"(23.65, 90.58)",23.65,90.58,
"NAVANA GROUP , INDUSTRIAL AREA , TEJGAON","(23.76296, 90.38971)",23.76296,90.38971,R11C6
"SHAFIPUR BAZAR, DHAKA TANGAIL HIGHWAY, MOUCHAK , 1751","(24.0333, 90.2833)",24.0333,90.2833,
"SUNBEAMS SCHOOL, ROAD 12 , SECTOR 10, UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"SIGNBOARD BUS STOP , DHAKA CHITTAGONG HIGHWAY , SIGN BOARD , SHIDDHIRGANJ , NARAYANGANJ","(23.61352, 90.50298)",23.61352,90.50298,
"JUYEL STORE , BIBIR BAGICHA , JATRABARI","(24.98797, 90.90801)",24.98797,90.90801,
"HOUSE NO 18,ROAD 23,TURAG TIR,UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"EASTERN BANK ATM ( EBL ) , SHAGUFTA NEW ROAD , SHAGUFTA , MIRPUR","(23.805, 90.366)",23.805,90.366,R16C3
"RD 2,SECTOR 12,UTTARA","(23.8686454, 90.3827138)",23.8686454,90.3827138,R23C5
"NON STOP AUTO CAR AC & ELECTRIC CENTER , SOLMAID VATARA","(-9.0, -70.0)",-9.0,-70.0,
"H 41/44, RD 2 , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"SOFIA GARDEN , 666 & 667 , BLOCK F ROAD 21,  BASHUNDHARA R/A","(8.3114869, -62.7336253)",8.3114869,-62.7336253,
"APPYS COLLECTION,SECTOR 4,UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
69/6 BALUGHAT (KHOBIR MARKET) DHAKA CANTT DHAKA 1206,"(23.8179, 90.4103)",23.8179,90.4103,R17C8
"DICA TEX LIMITED,HOUSE 62,ROAD 18,SECTOR 11,UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"BROTHER POULTRY,S KAMRUZZAMAN SARANI,FULBARIA","(24.06077, 90.59398)",24.06077,90.59398,
"AERO TURF, KUJRAT ALI MOLLAH SUPER MARKET , MIRPUR 12 , PALLABI , DHAKA","(24.16667, 90.41667)",24.16667,90.41667,
"rd 7, baitul aman housing society , mohammadpur","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"TITAS GAS T & D CO. LTD BABU BAZAR BRIDGE,AGA NAWAB DEORY","(23.7731248, 90.4165895)",23.7731248,90.4165895,R12C9
"KAZI FARMS KITCHEN,BAKSHI BAZAR,OLD DHAKA","(24.16667, 90.41667)",24.16667,90.41667,
"MOHAMMADPUR , ARAIHAZAR , NARAYANGANJ","(23.61352, 90.50298)",23.61352,90.50298,
"CHITTAGONG UNIVERSITY DHAKA GUEST HOUSE , SHANTINAGAR , KAKRAIL","(23.73333, 90.4)",23.73333,90.4,R8C7
"SOLSTICE,RUPAYAN PEARL,HOUSE 29,ROAD 121,GULSHAN 1,GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"AYSHA PHARMACY , NORTH KAFRUL","(23.78822, 90.37359)",23.78822,90.37359,R14C4
"BAREK NEKETON , HOUSE 5 , ROAD 2 , SECTOR 6 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"SEL CHANDRAMOLLIKA , SENPARA PARBATA , MIRPUR","(23.805, 90.366)",23.805,90.366,R16C3
"BASIC BUILDERS LIMITED,GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"GORAN TEMPUSTAND , BAGAN BARI RD , GORAN","(23.75027, 90.43413)",23.75027,90.43413,R9C10
"CHILDREN PARK,RD 8,DHAKA CANTONMENT","(23.82444, 90.40556)",23.82444,90.40556,R18C8
"KOEL SHOP,SECTOR 11,UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"559, NORTH KAFRUL ROAD , UTTAR KAFRUL , PASCHIM KAFRUL","(23.78822, 90.37359)",23.78822,90.37359,R14C4
"VIP GATE  , DHAKA RAILWAY STATION , KAMALAPUR","(23.73723, 90.42533)",23.73723,90.42533,R8C9
"Z/A , BLOCK D , SALIMULLAH ROAD , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"RAJUK UTTARA OFFICE , SECTOR 6","(23.8690918, 90.4053242)",23.8690918,90.4053242,R23C8
"PARIBAGH ROAD NUMBER 2 , WIRELESS , PALTAN","(23.73625, 90.41426)",23.73625,90.41426,R8C8
"MAZAR ROAD BUS STOP,MAZAR OAD,MOFIZBAGH HOUSING,GABTALI","(23.96399, 90.65082)",23.96399,90.65082,
"ARMY OFFICERS CLUB , SHAHID SARANI DHAKA CANTONMENT","(23.82444, 90.40556)",23.82444,90.40556,R18C8
"DAKSHIN PAIKPARA MAIN RD , PAIKPARA , MIRPUR 1","(23.805, 90.366)",23.805,90.366,R16C3
"S 68/3 , BADDA GIRLS SCHOOL RD , NORTH  BADDA","(24.34671, 90.00523)",24.34671,90.00523,
"MORNING GLORY,HOUSE 9 ROAD 3 SECTOR 10 UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"CAPTAIN'S POINT JUICE BAR , BLOCK A , MIRPUR 12","(23.805, 90.366)",23.805,90.366,R16C3
"DHULIVITA , 1350","(23.9080403, 90.2123927)",23.9080403,90.2123927,
"NASCENT GARDENIA GULSHAN,PARK ROAD,BARIDHARA,GULSHAN","(23.80438, 90.421173)",23.80438,90.421173,R15C9
"BANGLADESH RALWAY HQ,ABDUL GANI RD,PURANA PALTAN","(23.73625, 90.41426)",23.73625,90.41426,R8C8
"MOTIJHEEL , ARAMBAGH , MOTIJHEEL RD , DHAKA","(24.16667, 90.41667)",24.16667,90.41667,
"AERONAUTICAL INSTITUTE OF BANGLADESH,SECTOR 13,UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"CONSTELLATION ASSET MANAGEMENT COMPANY , GULSHAN 2 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"FACYLTU OF SOCIAL SCIENCE,DU,KAZI NAZRUL ISLAM AVE,UNIVERSITY OF DHAKA","(24.16667, 90.41667)",24.16667,90.41667,
"KIVA HAN , HOUSE 1/A (1ST FLOOR ) , GULSHAN 1 , ROAD 23, DAKKHIN BADDA , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"HOUSE 43 , ROAD  1 , BLOCK   I   , BANANI , DHAKA","(24.16667, 90.41667)",24.16667,90.41667,
"HOUSE 6,ROAD 4/1,BLOCK B,SECTION,12,MIRPUR,PALLABI,DHAKA 1216","(23.7058322, 90.4229285)",23.7058322,90.4229285,R5C9
"GREEN VIEW , 385/4/A/B , FREE SCHOOL STREET ,DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"CLOTHERO, NOSOR UDDIN RD, MATIKATA","(25.14906, 88.65018)",25.14906,88.65018,
"BADDA HIGH SCHOOL , RD 2 , MIDDLE BADDA","(24.34671, 90.00523)",24.34671,90.00523,
"RASUL NAGAR,DHAKA,BANGLADESH","(24.16667, 90.41667)",24.16667,90.41667,
"VANTAGE TRAVEL SERVICES LIMITED , ROAD 131 , GULSHAN 1 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"MEENA BAZAR , EASTERN ELITE CENTER , RD 9/A , DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"GULSHAN ALOHA,GULSHAN 1,GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"19 , SECTION 10","(23.8088358, 90.3756426)",23.8088358,90.3756426,R16C4
"SHADHINATA BHABAN , SONIR AKHRA , JATRABARI","(24.98797, 90.90801)",24.98797,90.90801,
"EKAGRA HEALTH , ROAD 2 , RESIDENTIAL AREA , DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"KIDS TUTORIAL , H 7 , CIRCUIT HOUSE RD , KAKRAIL","(23.73333, 90.4)",23.73333,90.4,R8C7
"MANARAT DHAKA INTERNATIONAL SCHOOL AND COLLEGE,RD 104,GULSHAN 1","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"GREEN MANAGEMENT CERTIFICATION (GMC) , SECTOR 7 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"PETROLIMEX , TECHNICAL MOR , MIRPUR ROAD , MOFIZBAGH HOUSING , GABTALI","(23.96399, 90.65082)",23.96399,90.65082,
"CHUTI HOLIDAYS TOURS & TRAVELS , ROAD 59 , GULSHAN NORTH , GULSHAN","(47.38333, 0.68333)",47.38333,0.68333,
"MPULSE ENGINEERING LIMITED,BLOCK J BARIDHARA","(23.80254, 90.42117)",23.80254,90.42117,R15C9
"H 380 /18/D KUNJOBON RD , EAST RAMPURA","(23.76261, 90.42051)",23.76261,90.42051,R11C9
"CHANDRIMA MODEL TOWN , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"BASIC COMFORT,ROAD 03,SECTOR 10,UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"311, ROAD 12 , BLOCK C , BASUNDHARA R/A , 1229","(23.2900886, 90.379583)",23.2900886,90.379583,
"CHAYANEER HOUSING SOCIETY,DHAKA BANGLADESH","(24.16667, 90.41667)",24.16667,90.41667,
ALAM NAGAR CENTRAL JAME MOSQUE,"(23.7958273, 90.2807759)",23.7958273,90.2807759,
"FLYER TRAVEL EXPRESS LTD , KALACHANDPUR","(23.86878, 89.87746)",23.86878,89.87746,
"GET CURED PHARMACY , H 4 , RD 27 , DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"BANANI BRIDGE,GULSHAN 2,GULSHAN","(23.7901795, 90.4116639)",23.7901795,90.4116639,R14C8
"SULTANS DINE GULSHAN BRANCH,GULSHAN 2,GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"SRANDARD CHARTERED BANK LIMITED , GULSHAN AVENUE , GULSHAN 1 , GULSHAN , 1000","(23.729, 90.4112)",23.729,90.4112,R7C8
"ROYAL EMBASSY OF THAILAND , SHAHID COLONEL GULZAR UDDIN RD , BARIDHARA","(23.80254, 90.42117)",23.80254,90.42117,R15C9
"HOUSE 14,ROAD 27,BLOCK J,BANANI,DHAKA","(23.7968846, 90.4068193)",23.7968846,90.4068193,R15C8
"RD 7 , BLOCK A , MIRPUR 11","(23.805, 90.366)",23.805,90.366,R16C3
"RUAP CHILDREN PARK , ROAD 2 , SECTOR 18 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"CIVIL AVIATION  RESIDENTIAL AREA , SECTOR 2","(23.8459718, 90.4165019)",23.8459718,90.4165019,R20C9
"RIME REAL ESTATE & HOUSING LTD,SECTOR 4,UTTAR","(17.38298, -100.87314)",17.38298,-100.87314,
"RANA DOOF , RAYERBAZAR HIGH SCHOOL BRANCH , MONESHWAR EOAD , DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"SAVE THE CHILDREN , HOUSE 35 , ROAD 43 , GULSHAN 2 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
TASTY TREAT UTTAR BADDA,"(24.34671, 90.00523)",24.34671,90.00523,
"BRTA BHABAN , NEW AIRPORT RD , BANANI","(23.7852922, 90.3997288)",23.7852922,90.3997288,R13C7
"CENTRAL HOSPITAL , RD 5 , DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"H 77,RD 9/A,WEST DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"15A , ROAD 99 , BANANI , GULSHAN","(23.7938552, 90.4182008)",23.7938552,90.4182008,R14C9
"GULSHAN 1, DHAKA , BANGLADESH","(23.6934106, 90.4345312)",23.6934106,90.4345312,R3C10
"KHILKHET UTTARPARA DORGY BARI , UTTARPARA","(24.88947, 90.46512)",24.88947,90.46512,
"DECK 41,47,ROAD 41,GULSHAN 2,GULSHAN","(23.7903402, 90.4126444)",23.7903402,90.4126444,R14C8
"HOUSE 21, SHAYESTA KHAN AVE, SECTOR 4 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
AARONG GULSHAN TEJGAON GULSHAN,"(23.7704933, 90.4098385)",23.7704933,90.4098385,R12C8
"CHILLS,ROAD 32,MIRPUR ROAD,DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"LABANGA,RD 1,DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"NAWAB HABIBULLAH MODEL SCHOOL & COLLEGE,SHAHJALAL AVE,SECTOR 4,UTTARA","(23.8678189, 90.4015196)",23.8678189,90.4015196,R23C7
"SOPNO MEDICINE CORNER , AVE 3 , BLOCK E , MIRPUR 1","(23.805, 90.366)",23.805,90.366,R16C3
"UTTORON , KACHUKHET , DHAKA CANTONMENT","(23.82444, 90.40556)",23.82444,90.40556,R18C8
"ROAD 124 , DAKKHIN BADDA , GULSHAN","(23.7738971, 90.4163949)",23.7738971,90.4163949,R12C9
KOLLANPUR BUS STOP MIRPUR ROAD ABDUL RAFIQ HOUSING GABTALI,"(23.96399, 90.65082)",23.96399,90.65082,
GREEN LIFE HOSPITAL,"(24.7465222, 90.4100964)",24.7465222,90.4100964,
"BFC , 25 , ROAD 11 , BANANI","(23.7901523, 90.4080272)",23.7901523,90.4080272,R14C8
"DUTCH BANGLA BANK LTD,ATM ,500/A/1(OLD),RD  8,DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"RD 84,GULSHAN 2","(23.7947055, 90.4023902)",23.7947055,90.4023902,R14C7
"HEALTH & HOPE HOSPITAL,GREEN RD,PANTHAPATH","(34.3517653, 47.0737042)",34.3517653,47.0737042,
"APPAYAN TEHARI GHAR , RD 27 , DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"TSC ISLAND , DHAKA UNIVERSITY SHAHBAG","(23.738, 90.4)",23.738,90.4,R8C7
"MUKTI FURNITURE , 2/KA , NORTH PEREBUG , MUKTI HOUSING , DOKKHIN MONIPUR","(23.47172, 91.0612)",23.47172,91.0612,
KAMALALPUR RAILWAY STATION KAMALAPUR,"(23.73723, 90.42533)",23.73723,90.42533,R8C9
"MASJID RD,ARAMBAG R/A,PALLABI","(23.825, 90.37)",23.825,90.37,R18C4
"C BLOCK , BANASREE , BLOCK C , BANASREE","(23.7620563, 90.4306606)",23.7620563,90.4306606,R11C10
"RD 7 , SECTOR 12 , UTTARA","(23.8706939, 90.3819509)",23.8706939,90.3819509,R23C5
"H 32 , RD 13, MERUL BADDA","(24.34671, 90.00523)",24.34671,90.00523,
